HARGREAVES LANSDOWN PLC,GB00B1VZ0M25        ,4054,90041,0
HARTFORD FINANCIAL SERVICES GROUP INC,US4165151048        ,27927,4934506,0.0001
HARVEY NORMAN HOLDINGS LTD,AU000000HVN7        ,429653,2006480,0
HASBRO INC,US4180561072        ,9632,869771,0
HASHICORP INC,US4181001037        ,3481,192353,0
HAVAS NV,NL0015002AH0        ,8216,22292,0
HAVELLS INDIA LTD,INE176B01034        ,20174,637529,0
HAYS PLC,GB0004161021        ,56894,92470,0
HAYWARD HOLDINGS INC,US4212981009        ,2906,71771,0
HD HYUNDAI HEAVY INDUSTRIES CO LTD,KR7329180004        ,2457,775040,0
HD HYUNDAI MARINE SOLUTION C,KR7443060009        ,5036,891765,0
HDFC ASSET MANAGEMENT COMPANY LTD,INE127D01025        ,4365,345782,0
HDFC BANK INR1,INE040A01034        ,1094881,36618399,0.0007
HDFC LIFE INSURANCE CO LTD,INE795G01014        ,127479,1483950,0
HDHYUNDAI MARINE ENGINE,KR7071970008        ,1302,34928,0
HEALIUS LTD ORDINARY FULLY PAID,AU0000033359        ,2442775,3346602,0.0001
HEICO CORP,US4228062083        ,8342,2506971,0
HEICO CORP COM,US4228061093        ,1205,462788,0
HEIDELBERGCEMENT AG,DE0006047004        ,1951,389240,0
HEINEKEN HOLDING NV,NL0000008977        ,2152,208253,0
HEINEKEN NV,NL0000009165        ,3465,398125,0
HELIA GROUP LIMITED ORDINARY FULLY PAID,AU0000251498        ,61011,272721,0
HELLO GROUP INC,US4234031049        ,3488,43433,0
HELLOWORLD TRAVEL LIMITED,AU000000HLO6        ,39883,77971,0
HEMNET GROUP AB,SE0015671995        ,2180,107052,0
HENAN PINGGAO ELECTRIC CO LTD,CNE000001774        ,435690,1850993,0
HENGDIAN GROUP TOSPO LIGHTING CO LTD,CNE100002Y33        ,121035,315221,0
HENKEL AG & CO KGAA,DE0006048408        ,1184,147369,0
HENKEL AG & CO KGAA NON VTG PREF,DE0006048432        ,2036,288435,0
HENNES & MAURITZ,SE0000106270        ,6816,148545,0
HENRY SCHEIN CORP COM,US8064071025        ,10127,1131807,0
HERMES INTERNATIONAL,FR0000052292        ,381,1479409,0
HESS CORP,US42809H1077        ,11457,2461347,0
HEWLETT PACKARD CO,US40434L1052        ,115055,6063543,0.0001
HEWLETT PACKARD ENTERPRISE CO,US42824C1099        ,151158,5212361,0.0001
HEXAGON AB,SE0015961909        ,24980,385593,0
HEXCEL CORP,US4282911084        ,2369,239926,0
HF SINCLAIR CORPOR COM,US4039491000        ,1886,106761,0
HIKARI TSUSHIN INC,JP3783420007        ,189,66827,0
HIKMA PHARMACEUTICALS PLC,GB00B0LCW083        ,1897,76459,0
HILL SMITH HOLDINGS PLC,GB0004270301        ,3186,120387,0
HILTON FOOD GROUP PLC,GB00B1V9NW54        ,3716,68172,0
HILTON WORLDWIDE H COM,US43300A2033        ,14512,5793049,0.0001
HIMS & HERS HEALTH ORD SHS CLASS A,US4330001060        ,4290,167529,0
HINDALCO INDUSTRIES LTD,INE038A01020        ,35681,405525,0
HINDUSTAN AERONAUT INR5 POST SUBD,INE066F01020        ,15411,1214764,0
HINDUSTAN UNILEVER LIMITED,INE030A01027        ,17611,773059,0
HINO MOTORS LTD,JP3792600003        ,310627,1806832,0
HIROSE ELECTRIC JPY,JP3799000009        ,1254,241482,0
HISAMITSU PHARMACEUTICAL CO,JP3784600003        ,1254,52639,0
HISCOX LTD,BMG4593F1389        ,18288,400622,0
HISENSE KELON ELECTRICAL HOLDINGS CO LTD,CNE100000353        ,109140,557100,0
HITACHI CONSTRUCTION MACHINE,JP3787000003        ,943,34082,0
HITACHI ENERGY INDIA LTD,INE07Y701011        ,1647,447721,0
HITACHI NPV,JP3788600009        ,240423,9727534,0.0002
HITE JINRO CO LTD,KR7000080002        ,3727,79826,0
HITEVISION ORD A,CNE100003Q16        ,271955,1415341,0
HMC CAPITAL LTD,AU0000058943        ,18471,182124,0
HOCHSCHILD MINING PLC,GB00B1FW5029        ,12763,55246,0
HOEGH AUTOLINERS ORD SHS,NO0011082075        ,6929,111536,0
HOKUHOKU FINANCIAL GROUP INC,JP3842400008        ,6927,136708,0
HOLMEN AB SER B NPV,SE0011090018        ,678,40237,0
HOLOGIC INC,US4364401012        ,13472,1568650,0
HOME DEPOT INC,US4370761029        ,29712,18666799,0.0004
HON HAI PRECISION INDUSTRY,TW0002317005        ,1852390,16791359,0.0003
HONDA MOTOR CO LTD,JP3854600008        ,54000,851849,0
HONEYWELL INTERNATIONAL INC,US4385161066        ,206476,75330499,0.0014
HONG KONG EXCHANGE & CLEARING,HK0388045442        ,98104,6013279,0.0001
HONG LEONG BANK BHD,MYL5819OO007        ,44616,331333,0
HONG TAI ELECTRIC INDUSTRIAL ORD SHS,TW0001612000        ,213755,356986,0
HORIBA LTD,JP3853000002        ,836,78621,0
HORMEL FOODS CORPORATION,US4404521001        ,23161,1173476,0
HORNBACH HOLDINGS AG AND CO KGAA,DE0006083405        ,11158,1354764,0
HOSHIZAKI CORP,JP3845770001        ,1257,80936,0
HOWMET AEROSPACE I COM USD,US4432011082        ,16641,2939511,0.0001
HOYA CORPORATION JPY,JP3837800006        ,13554,2760180,0.0001
HSBC HOLDINGS PLC,GB0005405286        ,3763562,59783575,0.0011
HUAZHU GROUP LIMIT SPONSORED,US44332N1063        ,259731,13855965,0.0003
HUAZHU GROUP LTD,KYG465871120        ,321806,1739662,0
HUB24 LIMITED ORDINARY FULLY PAID,AU000000HUB4        ,76792,5344714,0.0001
HUBBELL INC,US4435106079        ,2595,1755991,0
HUBEI BIOCAUSE PHARMACEUTICAL CO LTD,CNE000000F48        ,42039,43441,0
HUBSPOT INC,US4435731009        ,8569,9642773,0.0002
HUDBAY MINERALS INC,CA4436281022        ,13292,174053,0
HUMANA INC,US4448591028        ,15877,6506001,0.0001
HUNTINGTON INGALLS INDUSTRIES INC,US4464131063        ,3724,1136458,0
HUSQVARNA AB - B SHARES,SE0001662230        ,8816,74405,0
HUT 8 CORP,US44812J1043        ,27454,907995,0
HUTCHMED CHINA LTD,US44842L1035        ,306468,7132696,0.0001
HYATT HOTELS CORP-CL A,US4485791028        ,503,127508,0
HYUNDAI CONSTRUCTION EQUIPMENT,KR7267270007        ,7655,489639,0
HYUNDAI DEPT STORE CO,KR7069960003        ,672,34821,0
HYUNDAI ELECTRIC ENERGY SYST,KR7267260008        ,24462,10252178,0.0002
HYUNDAI MARINE FIRE INC CO,KR7001450006        ,15562,421703,0
HYUNDAI MIPO DOCKYARD,KR7010620003        ,15466,2277046,0
HYUNDAI MOBIS,KR7012330007        ,84,21763,0
HYUNDAI MOTOR CO LTD,KR7005380001        ,558,129744,0
HYUNDAI MOTOR INDIA LTD,INE0V6F01027        ,26922,917308,0
IAMGOLD CORP,CA4509131088        ,16622,138692,0
IBSTOCK PLC,GB00BYXJC278        ,16536,58869,0
ICICI BANK INR2,INE090A01021        ,2548002,61606964,0.0012
ICICI LOMBARD GENERAL INSURANCE COMPANY LTD,INE765G01017        ,30384,1024750,0
ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,INE726G01019        ,93454,1154517,0
ICL GROUP LTD,IL0002810146        ,8818,70356,0
ICON PLC,IE0005711209        ,5324,1803170,0
IDEAYA BIOSCIENCES INC,US45166A1025        ,93121,3865309,0.0001
IDEX CORP,US45167R1041        ,4306,1455411,0
IDEXX LABORATORIES INC,US45168D1046        ,3534,2359890,0
IDREAMSKY TECHNOLOGY HOLDING,KYG470811079        ,546508,306802,0
IES HOLDINGS INC COM,US44951W1062        ,212,68895,0
IG GROUP HOLDINGS PLC,GB00B06QFB75        ,45750,916627,0
IGM FINANCIAL INC,CA4495861060        ,754,38893,0
IGO LIMITED ORDINARY FULLY PAID,AU000000IGO4        ,10761086,51330380,0.001
IHI CORP,JP3134800006        ,8329,797014,0
IIDA GROUP HOLDING NPV,JP3131090007        ,6598,161408,0
IINO KAIUN KAISHA LTD,JP3131200002        ,29794,359471,0
IJM CORPORATION BHD,MYL3336OO004        ,86427,94902,0
ILLINOIS TOOL WORKS,US4523081093        ,11218,4594052,0.0001
ILLUMINA INC,US4523271090        ,16965,3661528,0.0001
ILUKA RESOURCES LIMITED,AU000000ILU1        ,4208987,21255383,0.0004
IMCD NV,NL0010801007        ,686,164600,0
IMDEX LIMITED,AU000000IMD5        ,1862736,4321548,0.0001
IMMUNNOMEDICS INC,US45257U1088        ,61945,1062521,0
IMPERIAL OIL LTD,CA4530384086        ,8599,855524,0
INABATA & CO LTD,JP3146000009        ,1642,56192,0
INCHCAPE PLC NEW,GB00B61TVQ02        ,12596,196063,0
INCITEC PIVOT LTD,AU000000IPL1        ,4124786,12085624,0.0002
INCYTE CORP,US45337C1027        ,11247,1254676,0
INDIAN HOTELS COMPANY LTD,INE053A01029        ,196921,3260052,0.0001
INDITEX,ES0148396007        ,108078,8972668,0.0002
INDRA SISTEMAS SA,ES0118594417        ,14208,405863,0
INDUSIND BANK LTD,INE095A01012        ,408972,7407876,0.0001
INDUSTRIAL ALLIANCE INSURANCE AND FINANCIAL SERVICES INC,CA45075E1043        ,1132,169415,0
INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CNE1000003G1        ,7178986,7776757,0.0001
INDUSTRIVARDEN AB,SE0000190126        ,1406,71790,0
INDUSTRIVARDEN AB SER C NPV,SE0000107203        ,1793,91521,0
INDUTRADE AB,SE0001515552        ,3114,126072,0
INFINEON TECHNOLOGIES AG,DE0006231004        ,590124,30990409,0.0006
INFO EDGE INDIA,INE663F01024        ,21724,3556178,0.0001
INFOMEDIA LIMITED,AU000000IFM0        ,1289141,1985278,0
INFORMA PLC,GB00BMJ6DW54        ,18212,294114,0
INFOSYS LTD,INE009A01021        ,784183,27812236,0.0005
INFRATIL LIMITED,NZIFTE0003S3        ,13663,155781,0
ING GROEP NV,NL0011821202        ,53611,1356594,0
INGERSOLL RAND INC,US45687V1061        ,16471,2406540,0
INGHAMS GROUP LIMITED,AU000000ING6        ,45796,145632,0
INKEVERSE GROUP LTD,KYG4809C1015        ,501236,238657,0
INNOVENT BIOLOGICS INC,KYG4818G1010        ,1687012,12837990,0.0002
INNUOVO TECHNOLOGY CO LTD A,CNE000000SL5        ,107654,231776,0
INPEX CORPORATION,JP3294460005        ,152180,3081743,0.0001
INPOST SA,LU2290522684        ,2637,72817,0
INSIGNIA FINANCIAL LTD,AU000000IFL2        ,114300,405764,0
INSMED INC,US4576693075        ,14891,1660427,0
INSPIRE MEDICAL SYSTEMS INC,US4577301090        ,11523,3450009,0.0001
INSULET CORP,US45784P1012        ,3828,1613997,0
INSURANCE AUSTRALIA GROUP LIMITED,AU000000IAG3        ,23408846,198038836,0.0037
INTACT FINANCIAL CORPORATION,CA45823T1066        ,2137,628227,0
INTAPP INC,US45827U1097        ,13254,1371991,0
INTEGRAFIN HOLDINGS PLC,GB00BD45SH49        ,10311,72062,0
INTEGRAL DIAGNOSTICS LTD,AU000000IDX2        ,791526,2303341,0
INTEL CORP,US4581401001        ,447642,14496038,0.0003
INTERACTIVE BROKERS GRO-CL,US45841N1072        ,17186,4903945,0.0001
INTERCONTINENTAL EXCHANGE INC,US45866F1049        ,92944,22368640,0.0004
INTERCONTINENTAL HOTELS GROUP PLC,GB00BHJYC057        ,2257,454367,0
INTERDIGITAL INC,US45867G1013        ,1301,407070,0
INTERFACE INC,US4586653044        ,6898,271277,0
INTERGLOBE AVIATION LTD,INE646L01027        ,220658,18958205,0.0004
INTERNATIONAL BANCSHARES CORP,US4590441030        ,1263,128822,0
INTERNATIONAL BUSINESS MACHINES CORP CAP STK,US4592001014        ,30772,10925763,0.0002
INTERNATIONAL PERSONAL FINANCE PLC,GB00B1YKG049        ,11881,31241,0
INTERNETWORKING BROADBAND CO,JP3104940006        ,2173,16032,0
INTERPUBLIC GROUP COS INC USD,US4606901001        ,27993,1266841,0
INTERTEK GROUP INC,GB0031638363        ,1942,185713,0
INTESA SANPAOLO S P A SPONSORED ADR,US46115H1077        ,24137,941470,0
INTESA SANPAOLO SPA,IT0000072618        ,232250,1500497,0
INTERNATIONAL FLAVORS & FRAGRANCES INC,US4595061015        ,12984,1773004,0
INTL PAPER CO,US4601461035        ,19024,1653711,0
INTUIT INC,US4612021034        ,28924,29360612,0.0006
INTUITIVE SURGICAL INC,US46120E6023        ,29159,24582202,0.0005
INVESCO LIMITED,BMG491BT1088        ,42013,1186116,0
INVESTEC PLC,GB00B17BBQ50        ,20146,221680,0
INVESTMENT AB LATOUR,SE0010100958        ,1687,68046,0
INVESTOR AB SER B NPV,SE0015811963        ,28161,1204895,0
IONQ INC,US46222L1089        ,1868,126040,0
IP GROUP PLC,GB00B128J450        ,37987,41416,0
IPH LIMITED ORDINARY FULLY PAID,AU000000IPH9        ,42612,214337,0
IPSEN PROMESSES SA,FR0010259150        ,430,79608,0
IQVIA HOLDINGS INC,US46266C1053        ,11409,3621089,0.0001
IRESS LIMITED,AU000000IRE2        ,424253,3949793,0.0001
IRHYTHM TECHNOLOGIES ORD SHS,US4500561067        ,19572,2850431,0.0001
ISETAN MITSUKOSHI HOLDINGS LTD,JP3894900004        ,8479,239834,0
ISRACARD LTD,IL0011574030        ,14084,101071,0
ISRAEL DISCOUNT BANK,IL0006912120        ,14097,155714,0
ISUZU MOTORS,JP3137200006        ,6789,150604,0
ITAU UNIBANCO HOLDING SA,BRITUBACNPR1        ,97013,779401,0
ITOCHU CORP JPY,JP3143600009        ,14333,1153636,0
ITRON INC,US4657411066        ,1082,189786,0
ITV PLC - ORD SHS,GB0033986497        ,129848,193313,0
IVANHOE MINES LTD COM NPV CL A,CA46579R1047        ,10750,205949,0
IVE GROUP LIMITED ORDINARY FULLY PAID,AU000000IGL0        ,20446,42938,0
IVECO GROUP NV,NL0015000LU4        ,4290,67009,0
J B CHEMICALS AND PHARMACEUTICAL ORD SHS,INE572A01036        ,16437,571861,0
J FRONT RETAILING CO LTD,JP3386380004        ,10598,231720,0
JABIL INC,US4663131039        ,58889,13686692,0.0003
JACK HENRY & ASSOCIATES INC,US4262811015        ,4861,1376279,0
JACK TECHNOLOGY ORD SHS A,CNE100002Z81        ,297496,2005102,0
JACKSON FINANCIAL COM USD0.01 CL A WI,US46817M1071        ,16175,2274913,0
JACOBS SOLUTIONS COM USD1.00,US46982L1089        ,7322,1580087,0
JAFCO GROUP CO LTD NPV TEMP,JP3389900006        ,71799,1596015,0
JAMES HARDIE INDUSTRIES PLC,AU000000JHX1        ,3802050,190368644,0.0036
JANUS HENDERSON GR ORD,JE00BYPZJM29        ,11085,761426,0
JANUX THERAPEUTICS INC,US47103J1051        ,38458,3325636,0.0001
JAPAN AIRLINES CO LTD,JP3705200008        ,1320,33815,0
JAPAN AVIATION ELECTRONICS,JP3705600009        ,5702,174570,0
JAPAN EXCHANGE GROUP INC,JP3183200009        ,14066,255867,0
JAPAN PETROLEUM EXPLORATION,JP3421100003        ,4657,54323,0
JAPAN POST BANK CO LTD,JP3946750001        ,20596,316338,0
JAPAN POST HOLDINGS CO LTD,JP3752900005        ,27732,424788,0
JAPAN POST INSURANCE CO LTD,JP3233250004        ,2200,65732,0
JB FINANCIAL GROUP CO LTD,KR7175330000        ,37219,664770,0
JB HI-FI LIMITED,AU000000JBH7        ,434081,40230643,0.0008
JB HUNT TRANSPORT SERVICES INC,US4456581077        ,5185,1429165,0
JD SPORTS FASHION ORD,GB00BM8Q5M07        ,29533,57289,0
JD.COM INC,KYG8208B1014        ,219890,6217884,0.0001
JDE PEETS BV,NL0014332678        ,1389,38390,0
JEFFERIES FINL GRP COM USD0.0001,US47233W1099        ,49751,6299678,0.0001
JERONIMO MARTINS SGPS SA,PTJMT0AE0001        ,3227,99568,0
JET2 PLC,GB00B1722W11        ,4509,144385,0
JFE HOLDINGS INC,JP3386030005        ,9870,180492,0
JIANGLING MOTORS CORP LTD,CNE000000CV8        ,75889,393774,0
JIANGSU CHANGSHU RURAL COMMERCIAL BANK CO LTD,CNE100002RJ6        ,92617,155137,0
JIANGSU LINYANG ENERGY CO LTD,CNE1000015X0        ,83263,130256,0
JIANGSU SOPO CHEMICAL CO A,CNE000000M64        ,248597,385602,0
JIANGSU SUZHOU RURAL COMMERCIAL BANK ORD SHS A,CNE100003035        ,2604586,3048739,0.0001
JIANGSU ZHANGJIAGANG RURAL COMMERCIAL BANK CO LTD,CNE100002K54        ,412863,399221,0
JINGJIN EQUIPMENT INC,CNE100003M36        ,10358,40981,0
JOHNS LYNG GROUP LIMITED ORDINARY FULLY PAID,AU000000JLG8        ,13487,50443,0
JOHNSON & JOHNSON COM,US4781601046        ,299876,70044624,0.0013
JOHNSON CONTROLS INTERNATIONAL PLC,IE00BY7QL619        ,25061,3194833,0.0001
JOHNSON MATTHEY PLC,GB00BZ4BQC70        ,6164,167083,0
JOYY INC,US46591M1099        ,942,63706,0
JP MORGAN CHASE & CO,US46625H1005        ,876111,339194815,0.0064
JPR GROUP PLC,GB00BCRX1J15        ,36831,120990,0
JTC PLC,JE00BF4X3P53        ,5737,114199,0
JTEKT CORPORATION,JP3292200007        ,91950,1114587,0
JUDO CAPITAL HOLDINGS LTD,AU0000182271        ,3412189,6210184,0.0001
JULIUS BAER GROUP LTD,CH0102484968        ,2479,259134,0
JUMBO INTERACTIVE LIMITED,AU000000JIN0        ,13957,194283,0
JUNIPER NETWORK INC,US48203R1041        ,45309,2740563,0.0001
JUPITER FUND MANAGEMENT PLC,GB00B53P2009        ,15767,27651,0
JUROKU FINANCIAL G NPV,JP3392650002        ,16450,723537,0
JVCKENWOOD CORP,JP3386410009        ,46095,827335,0
JYOTI CNC AUTOMATION LTD,INE980O01024        ,22347,569377,0
JYSKE BANK - REG,DK0010307958        ,7733,884468,0
K & S AG SHS,DE000KSAG888        ,9827,171908,0
K S HOLDINGS CORP,JP3277150003        ,2776,40175,0
KADOKAWA CORPORATION,JP3214350005        ,38631,1248194,0
KAINOS GROUP PLC,GB00BZ0D6727        ,3504,57348,0
KAJEMA CORP,JP3210200006        ,4840,143316,0
KAKAKU.COM INC,JP3206000006        ,146730,3649183,0.0001
KAKAO CORP,KR7035720002        ,73575,3083513,0.0001
KALTURA INC,US4834671061        ,15879,56423,0
KAMUX OYJ,FI4000206750        ,28993,128014,0
KANAMOTO CO LTD,JP3215200001        ,19674,679345,0
KANEKA CORPORATION,JP3215800008        ,1224,47222,0
KANEMATSU CORP,JP3217100001        ,2478,67049,0
KAO CORPORATION,JP3205800000        ,5595,367296,0
KARDEX HOLDING AG,CH0100837282        ,731,352608,0
KAROON ENERGY LTD ORDINARY FULLY PAID,AU000000KAR6        ,161271,224167,0
KASIKORNBANK PCL NVDR,TH0016010R14        ,1508719,11113534,0.0002
KASIKORNBANK-FOREIGN,TH0016010017        ,7327,54142,0
KAWASAKI HEAVY INDUSTRIES LTD,JP3224200000        ,3762,281428,0
KAWASAKI KISEN KAI NPV,JP3223800008        ,4463,103412,0
KB FINANCIAL GROUP INC,KR7105560007        ,45620,4149172,0.0001
KB HOME,US48666K1097        ,21247,2255288,0
KBC GROUP NV,BE0003565737        ,31643,3944736,0.0001
KBR INC,US48242W1062        ,3496,327090,0
KCC CORPORATION KRW5000,KR7002380004        ,108,27923,0
KEI INDUSTRIES LTD,INE878B01027        ,12665,1060011,0
KELLANOVA,US4878361082        ,13949,1824251,0
KELLER GROUP PLC,GB0004866223        ,2734,80202,0
KENNAMETAL INC,US4891701009        ,1832,71090,0
KENVUE INC,US49177J1025        ,1263346,43563648,0.0008
KEPPEL LTD,SG1U68934629        ,16596,134396,0
KERING,FR0000121485        ,896,356945,0
KERRY GROUP PLC-A,IE0004906560        ,1843,280113,0
KESKO OYJ-B SHS,FI0009000202        ,3112,94632,0
KEURIG DR PEPPER INC,US49271V1008        ,47787,2479072,0
KEYENCE CORP NPV,JP3236200006        ,59599,39585415,0.0007
KEYSIGHT TECHNOLOGCOM USD,US49338L1035        ,93476,24251190,0.0005
KIA CORPORATION,KR7000270009        ,77100,8517950,0.0002
KIER GROUP PLC,GB0004915632        ,19510,58565,0
KIKKOMAN CORPORATION JPY,JP3240400006        ,7732,140054,0
KIMBERLY CLARK CORP,US4943681035        ,13545,2866833,0.0001
KINAXIS INC,CA49448Q1090        ,2128,413706,0
KINDER CORP JPY50,JP3263000006        ,2956,92215,0
KING SLIDE WORKS CO LTD,TW0002059003        ,67768,5174765,0.0001
KINGBOARD HOLDINGS LIMITED,KYG525621408        ,44970,174661,0
KINGFISHER PLC GBP0.1571,GB0033195214        ,21337,107340,0
KINGSPAN GROUP PLC,IE0004927939        ,2369,279091,0
KINPO ELECTRONICS ORD SHS,TW0002312006        ,843078,1092344,0
KINROSS GOLD CORP,CA4969024047        ,21266,318691,0
KINTETSU GROUP HOLDINGS CO LTD,JP3260800002        ,4448,151314,0
KIRBY CORP,US4972661064        ,366,62595,0
KIRIN HOLDINGS CO LTD,JP3258000003        ,9367,197238,0
KIWOOM SECURITIES CO LTD,KR7039490008        ,303,38668,0
KKR AND CO INC,US48251W1045        ,56764,13560476,0.0003
KLA TENCOR CORPORATION COM,US4824801009        ,13961,14208213,0.0003
KLAVIYO INC,US49845K1016        ,406615,27083614,0.0005
KNEATCOM INC,CA4988241010        ,12071,79438,0
KNIGHT SWIFT TRANS CL A COM STK,US4990491049        ,1823,156173,0
KNORR BREMSE AG,DE000KBX1006        ,827,97262,0
KOBE BUSSAN CO LTD,JP3291200008        ,1697,60004,0
KOGAN COM LTD ORDINARY FULLY PAID,AU000000KGN2        ,35950,223251,0
KOITO MFG CO LTD NPV,JP3284600008        ,59978,1237702,0
KOKUSAI ELECTRIC ORD SHS,JP3293330001        ,2829,62359,0
KOMATSU LTD JPY,JP3304200003        ,87286,3902074,0.0001
KONAMI GROUP CORP,JP3300200007        ,42627,6483514,0.0001
KONE CORPORATION NEW,FI0009013403        ,5529,434634,0
KONECRANES OYJ,FI0009005870        ,4077,417346,0
KONGSBERG GRUPPEN AS,NO0003043309        ,1375,250300,0
KONGSBERG GRUPPEN ORD SHS,NO0003043309        ,508,92323,0
KONICA MINOLTA HOLDINGS INC,JP3300600008        ,17256,117484,0
KONINKLIJKE AHOLD DELHAIZE NV,NL0011794037        ,11182,588883,0
KONINKLIJKE PHILIPS NV,NL0000009538        ,9612,392265,0
KOREA ELECTRIC TERMINAL CO LTD,KR7025540006        ,3006,220624,0
KOREA LIFE INSURANCE,KR7088350004        ,346338,934733,0
KOREAN REINSURANCE COMPANY,KR7003690005        ,3601,31411,0
KOTAK MAHINDRA BANK LIMITED,INE237A01028        ,398654,13432290,0.0003
KRAFT HEINZ CO COM,US5007541064        ,43411,2153218,0
KROGER CO COM,US5010441013        ,27521,2718108,0.0001
KRUNG THAI BANK PUB CO-FOREIGN,TH0150010Z11        ,45930,45691,0
KTB INVESTMENT AND SECURITIES ORD,KR7030210009        ,22612,77774,0
KUAISHOU TECHNOLOGY,KYG532631028        ,5255,45179,0
KUBOTA CORPORATION,JP3266400005        ,11315,213853,0
KUEHNE & NAGEL INTERNATIONAL AG,CH0025238863        ,733,271456,0
KYB CORPORATION NPV,JP3220200004        ,7702,232640,0
KYNDRYL HLDGS INC COM USD0.01,US50155Q1004        ,38790,2167704,0
KYOBO SECURITIES CO LTD,KR7030610000        ,7548,46042,0
KYOCERA CORP,JP3249600002        ,18345,297021,0
KYOTO FINANCIAL GRNPV,JP3252200005        ,5792,138088,0
KYOWA ELECTRONIC INSTRUMENTS ORD SHS,JP3255200002        ,5002,21437,0
KYOWA KIRIN CO LTD,JP3256000005        ,3080,75199,0
KYUDENKO CORP,JP3247050002        ,2388,126994,0
L E LUNDBERGFORETAGEN AB - B SHARES,SE0000108847        ,866,63439,0
L&K ENGINEERING CO LTD,TW0006139009        ,14330,158488,0
L'OREAL,FR0000120321        ,12244,7000068,0.0001
L3 HARRIS TECHNOLOGIES INC,US5024311095        ,7625,2589614,0
LA FRANCAISE DES JEUX SA,FR0013451333        ,1197,74507,0
LA Z BOY IN,US5053361078        ,2630,185064,0
LABCORP HOLDINGS I COM USD0.1,US5049221055        ,4605,1705486,0
LAFARGEHOLCIM LTD,CH0012214059        ,67150,10454731,0.0002
LAM RESEARCH CORP COM USD 0.001 P S,US5128073062        ,134376,15676244,0.0003
LAMB WESTON HOLDINGS INC,US5132721045        ,10997,1187048,0
LANCASHIRE HOLDINGS LTD,BMG5361W1047        ,21060,280736,0
LANDIS AND GYR GROUP AG,CH0371153492        ,1081,110779,0
LANTHEUS HOLDINGS INC,US5165441032        ,31822,4597855,0.0001
