PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR THE DIVERSIFIED MY SUPER OPTION  - ASSETS - 2024-12-31,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%)
LISTED EQUITY,-,-,-,-,FIFTH THIRD BANCORP,-,FITB US,-,,"6,044","$412,714",0.00%
LISTED EQUITY,-,-,-,-,"GLOBAL PAYMENTS, INC.",-,GPN US,-,,"2,274","$411,607",0.00%
LISTED EQUITY,-,-,-,-,"SUN LIFE FINANCIAL, INC.",-,SLF CN,-,,"4,286","$410,857",0.00%
LISTED EQUITY,-,-,-,-,VESTAS WIND SYSTEMS AS,-,VWS DC,-,,"18,620","$409,575",0.00%
LISTED EQUITY,-,-,-,-,COCA-COLA ICECEK AS,-,CCOLA TI,-,,"148,645","$407,030",0.00%
LISTED EQUITY,-,-,-,-,ORANGE SA,-,ORA FP,-,,"25,228","$406,236",0.00%
LISTED EQUITY,-,-,-,-,FOX CORP.,-,FOX US,-,,"5,480","$404,832",0.00%
LISTED EQUITY,-,-,-,-,DTE ENERGY CO.,-,DTE US,-,,"2,068","$403,365",0.00%
LISTED EQUITY,-,-,-,-,EVEREST GROUP LTD.,-,EG US,-,,689,"$403,330",0.00%
LISTED EQUITY,-,-,-,-,"DELL TECHNOLOGIES, INC.",-,DELL US,-,,"2,164","$402,837",0.00%
LISTED EQUITY,-,-,-,-,SUMITOMO BAKELITE CO. LTD.,-,4203 JP,-,,"10,089","$401,675",0.00%
LISTED EQUITY,-,-,-,-,XINYI GLASS HOLDINGS LTD.,-,868 HK,-,,"243,936","$400,175",0.00%
LISTED EQUITY,-,-,-,-,VALEO SE,-,FR FP,-,,"25,420","$395,885",0.00%
LISTED EQUITY,-,-,-,-,STELLANTIS NV,-,STLAM IM,-,,"18,795","$395,747",0.00%
LISTED EQUITY,-,-,-,-,CURTISS-WRIGHT CORP.,-,CW US,-,,686,"$393,299",0.00%
LISTED EQUITY,-,-,-,-,VEOLIA ENVIRONNEMENT SA,-,VIE FP,-,,"8,644","$391,960",0.00%
LISTED EQUITY,-,-,-,-,SINGAPORE TECHNOLOGIES ENGINEERING LTD.,-,STE SP,-,,"70,624","$389,640",0.00%
LISTED EQUITY,-,-,-,-,MGM CHINA HOLDINGS LTD.,-,2282 HK,-,,"187,685","$387,895",0.00%
LISTED EQUITY,-,-,-,-,BGF RETAIL CO. LTD.,-,282330 KS,-,,"3,419","$384,509",0.00%
LISTED EQUITY,-,-,-,-,GEORGE WESTON LTD.,-,WN CN,-,,"1,529","$383,903",0.00%
LISTED EQUITY,-,-,-,-,CATHAY FINANCIAL HOLDING CO. LTD.,-,2882 TT,-,,"114,021","$383,655",0.00%
LISTED EQUITY,-,-,-,-,ROCHE HOLDING AG,-,RO SW,-,,796,"$383,584",0.00%
LISTED EQUITY,-,-,-,-,BUNGE GLOBAL SA,-,BG US,-,,"3,052","$383,343",0.00%
LISTED EQUITY,-,-,-,-,"DYNATRACE, INC.",-,DT US,-,,"4,361","$382,827",0.00%
LISTED EQUITY,-,-,-,-,"F5, INC.",-,FFIV US,-,,941,"$381,987",0.00%
LISTED EQUITY,-,-,-,-,TELENOR ASA,-,TEL NO,-,,"21,099","$380,766",0.00%
LISTED EQUITY,-,-,-,-,"ROKU, INC.",-,ROKU US,-,,"3,163","$379,754",0.00%
LISTED EQUITY,-,-,-,-,FIRSTENERGY CORP.,-,FE US,-,,"5,904","$379,297",0.00%
LISTED EQUITY,-,-,-,-,CK HUTCHISON HOLDINGS LTD.,-,1 HK,-,,"43,881","$378,634",0.00%
LISTED EQUITY,-,-,-,-,ELBIT SYSTEMS LTD.,-,ESLT IT,-,,895,"$378,034",0.00%
LISTED EQUITY,-,-,-,-,"AAC TECHNOLOGIES HOLDINGS, INC.",-,2018 HK,-,,"48,373","$377,162",0.00%
LISTED EQUITY,-,-,-,-,TAYLOR MORRISON HOME CORP.,-,TMHC US,-,,"3,790","$374,649",0.00%
LISTED EQUITY,-,-,-,-,ON SEMICONDUCTOR CORP.,-,ON US,-,,"3,674","$374,159",0.00%
LISTED EQUITY,-,-,-,-,CHINA RESOURCES GAS GROUP LTD.,-,1193 HK,-,,"58,462","$373,778",0.00%
LISTED EQUITY,-,-,-,-,"LPL FINANCIAL HOLDINGS, INC.",-,LPLA US,-,,706,"$372,072",0.00%
LISTED EQUITY,-,-,-,-,HAITIAN INTERNATIONAL HOLDINGS LTD.,-,1882 HK,-,,"84,306","$369,863",0.00%
LISTED EQUITY,-,-,-,-,HERA SPA,-,HER IM,-,,"64,237","$368,713",0.00%
LISTED EQUITY,-,-,-,-,LENOVO GROUP LTD.,-,992 HK,-,,"175,523","$367,868",0.00%
LISTED EQUITY,-,-,-,-,AERCAP HOLDINGS NV,-,AER US,-,,"2,373","$366,789",0.00%
LISTED EQUITY,-,-,-,-,"DOW, INC.",-,DOW US,-,,"5,656","$366,600",0.00%
LISTED EQUITY,-,-,-,-,HERSHEY CO.,-,HSY US,-,,"1,334","$364,794",0.00%
LISTED EQUITY,-,-,-,-,"BUILDERS FIRSTSOURCE, INC.",-,BLDR US,-,,"1,577","$364,035",0.00%
LISTED EQUITY,-,-,-,-,"HOLOGIC, INC.",-,HOLX US,-,,"3,123","$363,599",0.00%
LISTED EQUITY,-,-,-,-,BAYERISCHE MOTOREN WERKE AG,-,BMW GR,-,,"2,731","$360,735",0.00%
LISTED EQUITY,-,-,-,-,CIPUTRA DEVELOPMENT TBK. PT,-,CTRA IJ,-,,"3,653,783","$359,320",0.00%
LISTED EQUITY,-,-,-,-,"CENTERPOINT ENERGY, INC.",-,CNP US,-,,"6,968","$357,115",0.00%
LISTED EQUITY,-,-,-,-,MASCO CORP.,-,MAS US,-,,"3,042","$356,624",0.00%
LISTED EQUITY,-,-,-,-,"ALIGN TECHNOLOGY, INC.",-,ALGN US,-,,"1,059","$356,525",0.00%
LISTED EQUITY,-,-,-,-,ARAMARK,-,ARMK US,-,,"5,880","$354,330",0.00%
LISTED EQUITY,-,-,-,-,"HUMANA, INC.",-,HUM US,-,,862,"$353,392",0.00%
LISTED EQUITY,-,-,-,-,"HUBBELL, INC.",-,HUBB US,-,,521,"$352,514",0.00%
LISTED EQUITY,-,-,-,-,FERROVIAL SE,-,FER SM,-,,"5,174","$351,355",0.00%
LISTED EQUITY,-,-,-,-,KELLANOVA,-,K US,-,,"2,684","$351,001",0.00%
LISTED EQUITY,-,-,-,-,INTELLIGENT MONITORING GROUP LTD.,-,IMB AU,-,,"626,608","$350,901",0.00%
LISTED EQUITY,-,-,-,-,SAAB AB,-,SAABB SS,-,,"10,238","$349,730",0.00%
LISTED EQUITY,-,-,-,-,ASM INTERNATIONAL NV,-,ASM NA,-,,374,"$349,388",0.00%
LISTED EQUITY,-,-,-,-,NUCOR CORP.,-,NUE US,-,,"1,844","$347,665",0.00%
LISTED EQUITY,-,-,-,-,WHEATON PRECIOUS METALS CORP.,-,WPM CN,-,,"3,822","$347,289",0.00%
LISTED EQUITY,-,-,-,-,"HP, INC.",-,HPQ US,-,,"6,589","$347,250",0.00%
LISTED EQUITY,-,-,-,-,FRANCO-NEVADA CORP.,-,FNV CN,-,,"1,825","$346,206",0.00%
LISTED EQUITY,-,-,-,-,ORIENTAL LAND CO. LTD.,-,4661 JP,-,,"9,813","$345,089",0.00%
LISTED EQUITY,-,-,-,-,SYNGENE INTERNATIONAL LTD.,-,SYNG IN,-,,"21,269","$344,442",0.00%
LISTED EQUITY,-,-,-,-,"DOLLARAMA, INC.",-,DOL CN,-,,"2,185","$344,225",0.00%
LISTED EQUITY,-,-,-,-,BANK LEUMI LE-ISRAEL BM,-,LUMI IT,-,,"17,913","$344,199",0.00%
LISTED EQUITY,-,-,-,-,CARNIVAL CORP.,-,CCL US,-,,"8,489","$341,686",0.00%
LISTED EQUITY,-,-,-,-,EVOLUTION AB,-,EVO SS,-,,"2,737","$341,211",0.00%
LISTED EQUITY,-,-,-,-,SK TELECOM CO. LTD.,-,017670 KS,-,,"5,630","$340,949",0.00%
LISTED EQUITY,-,-,-,-,"T. ROWE PRICE GROUP, INC.",-,TROW US,-,,"1,864","$340,542",0.00%
LISTED EQUITY,-,-,-,-,TINGYI CAYMAN ISLANDS HOLDING CORP.,-,322 HK,-,,"161,702","$340,247",0.00%
LISTED EQUITY,-,-,-,-,NEDBANK GROUP LTD.,-,NED SJ,-,,"14,025","$338,161",0.00%
LISTED EQUITY,-,-,-,-,PERNOD RICARD SA,-,RI FP,-,,"1,853","$337,863",0.00%
LISTED EQUITY,-,-,-,-,CMOC GROUP LTD.,-,3993 HK,-,,"308,893","$337,182",0.00%
LISTED EQUITY,-,-,-,-,"NISOURCE, INC.",-,NI US,-,,"5,669","$336,553",0.00%
LISTED EQUITY,-,-,-,-,CDW CORP.,-,CDW US,-,,"1,196","$336,241",0.00%
LISTED EQUITY,-,-,-,-,DOVER CORP.,-,DOV US,-,,"1,108","$335,847",0.00%
LISTED EQUITY,-,-,-,-,DISCO CORP.,-,6146 JP,-,,760,"$333,801",0.00%
LISTED EQUITY,-,-,-,-,"CONAGRA BRANDS, INC.",-,CAG US,-,,"7,445","$333,692",0.00%
LISTED EQUITY,-,-,-,-,JAZZ PHARMACEUTICALS PLC,-,JAZZ US,-,,"1,671","$332,350",0.00%
LISTED EQUITY,-,-,-,-,"MARTIN MARIETTA MATERIALS, INC.",-,MLM US,-,,398,"$332,045",0.00%
LISTED EQUITY,-,-,-,-,TDK CORP.,-,6762 JP,-,,"15,548","$331,161",0.00%
LISTED EQUITY,-,-,-,-,"UNIVERSAL HEALTH SERVICES, INC.",-,UHS US,-,,"1,129","$327,210",0.00%
LISTED EQUITY,-,-,-,-,SYMRISE AG,-,SY1 GR,-,,"1,902","$326,485",0.00%
LISTED EQUITY,-,-,-,-,"CANON, INC.",-,7751 JP,-,,"6,150","$326,202",0.00%
LISTED EQUITY,-,-,-,-,EVONIK INDUSTRIES AG,-,EVK GR,-,,"11,638","$325,645",0.00%
LISTED EQUITY,-,-,-,-,DAITO TRUST CONSTRUCTION CO. LTD.,-,1878 JP,-,,"1,797","$324,513",0.00%
LISTED EQUITY,-,-,-,-,"MARKEL GROUP, INC.",-,MKL US,-,,116,"$323,678",0.00%
LISTED EQUITY,-,-,-,-,GIANT BIOGENE HOLDING CO. LTD.,-,2367 HK,-,,"31,097","$322,635",0.00%
LISTED EQUITY,-,-,-,-,"CAE, INC.",-,CAE CN,-,,"7,867","$322,458",0.00%
LISTED EQUITY,-,-,-,-,"PTC, INC.",-,PTC US,-,,"1,085","$322,192",0.00%
LISTED EQUITY,-,-,-,-,"LIVE NATION ENTERTAINMENT, INC.",-,LYV US,-,,"1,529","$319,712",0.00%
LISTED EQUITY,-,-,-,-,"INGREDION, INC.",-,INGR US,-,,"1,437","$319,191",0.00%
LISTED EQUITY,-,-,-,-,"FIRST CITIZENS BANCSHARES, INC.",-,FCNCA US,-,,93,"$318,377",0.00%
LISTED EQUITY,-,-,-,-,OTSUKA HOLDINGS CO. LTD.,-,4578 JP,-,,"3,593","$317,588",0.00%
LISTED EQUITY,-,-,-,-,"IONIS PHARMACEUTICALS, INC.",-,IONS US,-,,"5,613","$316,951",0.00%
LISTED EQUITY,-,-,-,-,SHIONOGI & CO. LTD.,-,4507 JP,-,,"13,890","$316,749",0.00%
LISTED EQUITY,-,-,-,-,"WEST PHARMACEUTICAL SERVICES, INC.",-,WST US,-,,596,"$315,505",0.00%
LISTED EQUITY,-,-,-,-,CARVANA CO.,-,CVNA US,-,,959,"$315,036",0.00%
LISTED EQUITY,-,-,-,-,SHRIRAM FINANCE LTD.,-,SHFL IN,-,,"5,776","$314,799",0.00%
LISTED EQUITY,-,-,-,-,ASE TECHNOLOGY HOLDING CO. LTD.,-,3711 TT,-,,"39,389","$314,359",0.00%
LISTED EQUITY,-,-,-,-,UCB SA,-,UCB BB,-,,976,"$313,870",0.00%
LISTED EQUITY,-,-,-,-,"WSP GLOBAL, INC.",-,WSP CN,-,,"1,102","$313,111",0.00%
LISTED EQUITY,-,-,-,-,"ZIMMER BIOMET HOLDINGS, INC.",-,ZBH US,-,,"1,826","$311,594",0.00%
LISTED EQUITY,-,-,-,-,GENERALI,-,G IM,-,,"6,815","$310,817",0.00%
LISTED EQUITY,-,-,-,-,SSE PLC,-,SSE LN,-,,"9,538","$309,453",0.00%
LISTED EQUITY,-,-,-,-,AVIVA PLC,-,AV LN,-,,"32,623","$309,351",0.00%
LISTED EQUITY,-,-,-,-,UNIVERSAL MUSIC GROUP NV,-,UMG NA,-,,"7,477","$309,122",0.00%
LISTED EQUITY,-,-,-,-,SMC CORP.,-,6273 JP,-,,484,"$309,109",0.00%
LISTED EQUITY,-,-,-,-,NUTRIEN LTD.,-,NTR CN,-,,"4,264","$308,026",0.00%
LISTED EQUITY,-,-,-,-,MOLSON COORS BEVERAGE CO.,-,TAP US,-,,"3,325","$307,784",0.00%
LISTED EQUITY,-,-,-,-,BAPCOR LTD.,-,BAP AU,-,,"65,157","$307,541",0.00%
LISTED EQUITY,-,-,-,-,TELIA CO. AB,-,TELIA SS,-,,"68,438","$306,823",0.00%
LISTED EQUITY,-,-,-,-,"BANDAI NAMCO HOLDINGS, INC.",-,7832 JP,-,,"7,877","$305,946",0.00%
LISTED EQUITY,-,-,-,-,ALKERMES PLC,-,ALKS US,-,,"6,579","$305,584",0.00%
LISTED EQUITY,-,-,-,-,SMURFIT WESTROCK PLC,-,SW US,-,,"3,504","$304,835",0.00%
LISTED EQUITY,-,-,-,-,HUGO BOSS AG,-,BOSS GR,-,,"4,045","$302,964",0.00%
LISTED EQUITY,-,-,-,-,"CH ROBINSON WORLDWIDE, INC.",-,CHRW US,-,,"1,813","$302,474",0.00%
LISTED EQUITY,-,-,-,-,"CORPAY, INC.",-,CPAY US,-,,553,"$302,170",0.00%
LISTED EQUITY,-,-,-,-,KINGSPAN GROUP PLC,-,KSP ID,-,,"2,564","$302,072",0.00%
LISTED EQUITY,-,-,-,-,"SOMPO HOLDINGS, INC.",-,8630 JP,-,,"7,118","$301,295",0.00%
LISTED EQUITY,-,-,-,-,DENSO CORP.,-,6902 JP,-,,"13,199","$300,380",0.00%
LISTED EQUITY,-,-,-,-,TEVA PHARMACEUTICAL INDUSTRIES LTD.,-,TEVA US,-,,"8,415","$299,541",0.00%
LISTED EQUITY,-,-,-,-,MELROSE INDUSTRIES PLC,-,MRO LN,-,,"26,557","$297,497",0.00%
LISTED EQUITY,-,-,-,-,"STANLEY BLACK & DECKER, INC.",-,SWK US,-,,"2,283","$296,168",0.00%
LISTED EQUITY,-,-,-,-,FUJIFILM HOLDINGS CORP.,-,4901 JP,-,,"8,707","$296,094",0.00%
LISTED EQUITY,-,-,-,-,VOLKSWAGEN AG,-,VOW3 GR,-,,"1,985","$295,545",0.00%
LISTED EQUITY,-,-,-,-,MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS SA,-,MULT3 BZ,-,,"53,555","$295,148",0.00%
LISTED EQUITY,-,-,-,-,ASAHI KASEI CORP.,-,3407 JP,-,,"26,259","$294,827",0.00%
LISTED EQUITY,-,-,-,-,EMPIRE CO. LTD.,-,EMPA CN,-,,"5,943","$292,886",0.00%
LISTED EQUITY,-,-,-,-,ASHTEAD GROUP PLC,-,AHT LN,-,,"2,914","$292,665",0.00%
LISTED EQUITY,-,-,-,-,MEDIOBANCA BANCA DI CREDITO FINANZIARIO SPA,-,MB IM,-,,"12,380","$291,420",0.00%
LISTED EQUITY,-,-,-,-,CK ASSET HOLDINGS LTD.,-,1113 HK,-,,"43,535","$288,755",0.00%
LISTED EQUITY,-,-,-,-,"GRACO, INC.",-,GGG US,-,,"2,104","$286,463",0.00%
LISTED EQUITY,-,-,-,-,W.R. BERKLEY CORP.,-,WRB US,-,,"3,009","$284,444",0.00%
LISTED EQUITY,-,-,-,-,SWISSCOM AG,-,SCMN SW,-,,314,"$282,081",0.00%
LISTED EQUITY,-,-,-,-,"HUNTINGTON BANCSHARES, INC.",-,HBAN US,-,,"10,718","$281,646",0.00%
LISTED EQUITY,-,-,-,-,"AJINOMOTO CO., INC.",-,2802 JP,-,,"4,215","$279,503",0.00%
LISTED EQUITY,-,-,-,-,SWISS LIFE HOLDING AG,-,SLHN SW,-,,223,"$278,297",0.00%
LISTED EQUITY,-,-,-,-,BRIDGESTONE CORP.,-,5108 JP,-,,"5,045","$276,839",0.00%
LISTED EQUITY,-,-,-,-,GEA GROUP AG,-,G1A GR,-,,"3,457","$276,445",0.00%
LISTED EQUITY,-,-,-,-,SUNNY OPTICAL TECHNOLOGY GROUP CO. LTD.,-,2382 HK,-,,"19,280","$275,998",0.00%
LISTED EQUITY,-,-,-,-,SANDVIK AB,-,SAND SS,-,,"9,369","$271,575",0.00%
LISTED EQUITY,-,-,-,-,"PRINCIPAL FINANCIAL GROUP, INC.",-,PFG US,-,,"2,171","$271,375",0.00%
LISTED EQUITY,-,-,-,-,BAYER AG,-,BAYN GR,-,,"8,369","$270,338",0.00%
LISTED EQUITY,-,-,-,-,"LABCORP HOLDINGS, INC.",-,LH US,-,,727,"$269,254",0.00%
LISTED EQUITY,-,-,-,-,KERRY GROUP PLC,-,KYGA ID,-,,"1,713","$267,165",0.00%
LISTED EQUITY,-,-,-,-,"AMERICAN WATER WORKS CO., INC.",-,AWK US,-,,"1,327","$266,911",0.00%
LISTED EQUITY,-,-,-,-,NN GROUP NV,-,NN NA,-,,"3,792","$266,785",0.00%
LISTED EQUITY,-,-,-,-,TOKYO OHKA KOGYO CO. LTD.,-,4186 JP,-,,"7,325","$265,957",0.00%
LISTED EQUITY,-,-,-,-,"FACTSET RESEARCH SYSTEMS, INC.",-,FDS US,-,,343,"$265,877",0.00%
LISTED EQUITY,-,-,-,-,HEXAGON AB,-,HEXAB SS,-,,"17,157","$264,836",0.00%
LISTED EQUITY,-,-,-,-,RENESAS ELECTRONICS CORP.,-,6723 JP,-,,"12,577","$264,512",0.00%
LISTED EQUITY,-,-,-,-,"NRG ENERGY, INC.",-,NRG US,-,,"1,809","$263,619",0.00%
LISTED EQUITY,-,-,-,-,MAKALOT INDUSTRIAL CO. LTD.,-,1477 TT,-,,"16,585","$262,272",0.00%
LISTED EQUITY,-,-,-,-,KIRIN HOLDINGS CO. LTD.,-,2503 JP,-,,"12,438","$261,925",0.00%
LISTED EQUITY,-,-,-,-,DANSKE BANK AS,-,DANSKE DC,-,,"5,725","$261,553",0.00%
LISTED EQUITY,-,-,-,-,PACKAGING CORP. OF AMERICA,-,PKG US,-,,718,"$261,068",0.00%
LISTED EQUITY,-,-,-,-,JB CHEMICALS & PHARMACEUTICALS LTD.,-,JBCP IN,-,,"7,484","$260,367",0.00%
LISTED EQUITY,-,-,-,-,DAIMLER TRUCK HOLDING AG,-,DTG GR,-,,"4,218","$259,960",0.00%
LISTED EQUITY,-,-,-,-,PAKUWON JATI TBK. PT,-,PWON IJ,-,,"6,476,458","$258,663",0.00%
LISTED EQUITY,-,-,-,-,"TERADYNE, INC.",-,TER US,-,,"1,265","$257,328",0.00%
LISTED EQUITY,-,-,-,-,SCHINDLER HOLDING AG,-,SCHP SW,-,,567,"$253,183",0.00%
LISTED EQUITY,-,-,-,-,"PURE STORAGE, INC.",-,PSTG US,-,,"2,544","$252,378",0.00%
LISTED EQUITY,-,-,-,-,"SNAP-ON, INC.",-,SNA US,-,,460,"$252,344",0.00%
LISTED EQUITY,-,-,-,-,FIRST QUANTUM MINERALS LTD.,-,FM CN,-,,"12,122","$252,255",0.00%
LISTED EQUITY,-,-,-,-,RALPH LAUREN CORP.,-,RL US,-,,675,"$251,868",0.00%
LISTED EQUITY,-,-,-,-,"WINGSTOP, INC.",-,WING US,-,,549,"$251,854",0.00%
LISTED EQUITY,-,-,-,-,SECOM CO. LTD.,-,9735 JP,-,,"4,561","$251,652",0.00%
LISTED EQUITY,-,-,-,-,"ASUSTEK COMPUTER, INC.",-,2357 TT,-,,"8,292","$251,651",0.00%
LISTED EQUITY,-,-,-,-,"DARDEN RESTAURANTS, INC.",-,DRI US,-,,834,"$251,497",0.00%
LISTED EQUITY,-,-,-,-,ADITYA BIRLA REAL ESTATE LTD.,-,ABREL IN,-,,"5,312","$251,396",0.00%
LISTED EQUITY,-,-,-,-,INTERNATIONAL CONSOLIDATED AIRLINES GROUP SA,-,IAG LN,-,,"41,099","$250,984",0.00%
LISTED EQUITY,-,-,-,-,REGIONS FINANCIAL CORP.,-,RF US,-,,"6,582","$250,039",0.00%
LISTED EQUITY,-,-,-,-,TRANSUNION,-,TRU US,-,,"1,669","$249,890",0.00%
LISTED EQUITY,-,-,-,-,WESTERN DIGITAL CORP.,-,WDC US,-,,"2,593","$249,708",0.00%
LISTED EQUITY,-,-,-,-,"CF INDUSTRIES HOLDINGS, INC.",-,CF US,-,,"1,811","$249,587",0.00%
LISTED EQUITY,-,-,-,-,EPIROC AB,-,EPIB SS,-,,"9,878","$248,939",0.00%
LISTED EQUITY,-,-,-,-,"H&R BLOCK, INC.",-,HRB US,-,,"2,912","$248,520",0.00%
LISTED EQUITY,-,-,-,-,SUZUKI MOTOR CORP.,-,7269 JP,-,,"13,337","$245,343",0.00%
LISTED EQUITY,-,-,-,-,"RESTAURANT BRANDS INTERNATIONAL, INC.",-,QSR CN,-,,"2,315","$243,570",0.00%
LISTED EQUITY,-,-,-,-,"FIRST SOLAR, INC.",-,FSLR US,-,,855,"$243,321",0.00%
LISTED EQUITY,-,-,-,-,SOLVENTUM CORP.,-,SOLV US,-,,"2,273","$242,498",0.00%
LISTED EQUITY,-,-,-,-,"QUEST DIAGNOSTICS, INC.",-,DGX US,-,,991,"$241,450",0.00%
LISTED EQUITY,-,-,-,-,"ESTEE LAUDER COS., INC.",-,EL US,-,,"1,989","$240,847",0.00%
LISTED EQUITY,-,-,-,-,DOLLAR GENERAL CORP.,-,DG US,-,,"1,961","$240,160",0.00%
LISTED EQUITY,-,-,-,-,WATERS CORP.,-,WAT US,-,,399,"$238,908",0.00%
LISTED EQUITY,-,-,-,-,DASSAULT SYSTEMES SE,-,DSY FP,-,,"4,261","$238,728",0.00%
LISTED EQUITY,-,-,-,-,INSULET CORP.,-,PODD US,-,,565,"$238,350",0.00%
LISTED EQUITY,-,-,-,-,AIB GROUP PLC,-,AIBG ID,-,,"26,716","$238,146",0.00%
LISTED EQUITY,-,-,-,-,"CACI INTERNATIONAL, INC.",-,CACI US,-,,365,"$238,114",0.00%
LISTED EQUITY,-,-,-,-,FRESENIUS MEDICAL CARE AG,-,FME GR,-,,"3,209","$236,964",0.00%
LISTED EQUITY,-,-,-,-,"BURLINGTON STORES, INC.",-,BURL US,-,,514,"$236,708",0.00%
LISTED EQUITY,-,-,-,-,J.M. SMUCKER CO.,-,SJM US,-,,"1,329","$236,347",0.00%
LISTED EQUITY,-,-,-,-,"WATSCO, INC.",-,WSO US,-,,307,"$234,836",0.00%
LISTED EQUITY,-,-,-,-,"OMNICOM GROUP, INC.",-,OMC US,-,,"1,681","$233,640",0.00%
LISTED EQUITY,-,-,-,-,"TELEDYNE TECHNOLOGIES, INC.",-,TDY US,-,,312,"$233,626",0.00%
LISTED EQUITY,-,-,-,-,OTP BANK NYRT,-,OTP HB,-,,"2,645","$233,270",0.00%
LISTED EQUITY,-,-,-,-,NATURA & CO. HOLDING SA,-,NTCO3 BZ,-,,"69,864","$233,061",0.00%
LISTED EQUITY,-,-,-,-,"COOPER COS., INC.",-,COO US,-,,"1,558","$231,371",0.00%
LISTED EQUITY,-,-,-,-,APTIV PLC,-,APTV US,-,,"2,361","$230,654",0.00%
LISTED EQUITY,-,-,-,-,"MONGODB, INC.",-,MDB US,-,,607,"$228,140",0.00%
LISTED EQUITY,-,-,-,-,"DOLLAR TREE, INC.",-,DLTR US,-,,"1,884","$228,005",0.00%
LISTED EQUITY,-,-,-,-,"ZSCALER, INC.",-,ZS US,-,,782,"$227,734",0.00%
LISTED EQUITY,-,-,-,-,TRELLEBORG AB,-,TRELB SS,-,,"4,108","$227,317",0.00%
LISTED EQUITY,-,-,-,-,COMMERZBANK AG,-,CBK GR,-,,"8,553","$224,937",0.00%
LISTED EQUITY,-,-,-,-,SANDOZ GROUP AG,-,SDZ SW,-,,"3,380","$223,896",0.00%
LISTED EQUITY,-,-,-,-,"TRIMBLE, INC.",-,TRMB US,-,,"1,952","$222,791",0.00%
LISTED EQUITY,-,-,-,-,HONGKONG LAND HOLDINGS LTD.,-,HKL SP,-,,"30,959","$222,507",0.00%
LISTED EQUITY,-,-,-,-,"TRADEWEB MARKETS, INC.",-,TW US,-,,"1,049","$221,811",0.00%
LISTED EQUITY,-,-,-,-,CIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,-,ML FP,-,,"4,169","$221,725",0.00%
LISTED EQUITY,-,-,-,-,SIGNIFY NV,-,LIGHT NA,-,,"6,143","$221,722",0.00%
LISTED EQUITY,-,-,-,-,TENCENT MUSIC ENTERTAINMENT GROUP,-,TME US,-,,"12,074","$221,331",0.00%
LISTED EQUITY,-,-,-,-,CELLNEX TELECOM SA,-,CLNX SM,-,,"4,312","$220,030",0.00%
LISTED EQUITY,-,-,-,-,"RB GLOBAL, INC.",-,RBA CN,-,,"1,510","$219,994",0.00%
LISTED EQUITY,-,-,-,-,"SUPER MICRO COMPUTER, INC.",-,SMCI US,-,,"4,443","$218,741",0.00%
LISTED EQUITY,-,-,-,-,KEYCORP,-,KEY US,-,,"7,896","$218,580",0.00%
LISTED EQUITY,-,-,-,-,"ROLLINS, INC.",-,ROL US,-,,"2,918","$218,462",0.00%
LISTED EQUITY,-,-,-,-,NIPPON YUSEN KK,-,9101 JP,-,,"4,008","$217,194",0.00%
LISTED EQUITY,-,-,-,-,"EVERGY, INC.",-,EVRG US,-,,"2,180","$216,736",0.00%
LISTED EQUITY,-,-,-,-,ALLIANT ENERGY CORP.,-,LNT US,-,,"2,258","$215,709",0.00%
LISTED EQUITY,-,-,-,-,"ULTA BEAUTY, INC.",-,ULTA US,-,,307,"$215,530",0.00%
LISTED EQUITY,-,-,-,-,ARGENX SE,-,ARGXEUR X9,-,,212,"$212,885",0.00%
LISTED EQUITY,-,-,-,-,AEON CO. LTD.,-,8267 JP,-,,"5,597","$212,550",0.00%
LISTED EQUITY,-,-,-,-,INTERCONTINENTAL HOTELS GROUP PLC,-,IHG LN,-,,"1,052","$211,907",0.00%
LISTED EQUITY,-,-,-,-,"VIATRIS, INC.",-,VTRS US,-,,"10,475","$210,642",0.00%
LISTED EQUITY,-,-,-,-,TENARIS SA,-,TEN IM,-,,"6,953","$210,114",0.00%
LISTED EQUITY,-,-,-,-,CATENA AB,-,CATE SS,-,,"3,036","$209,878",0.00%
LISTED EQUITY,-,-,-,-,"DRAFTKINGS, INC.",-,DKNG US,-,,"3,472","$208,592",0.00%
LISTED EQUITY,-,-,-,-,IDEX CORP.,-,IEX US,-,,614,"$207,427",0.00%
LISTED EQUITY,-,-,-,-,"BAXTER INTERNATIONAL, INC.",-,BAX US,-,,"4,403","$207,380",0.00%
LISTED EQUITY,-,-,-,-,KOITO MANUFACTURING CO. LTD.,-,7276 JP,-,,"10,020","$206,773",0.00%
LISTED EQUITY,-,-,-,-,A.O. SMITH CORP.,-,AOS US,-,,"1,877","$206,767",0.00%
LISTED EQUITY,-,-,-,-,SARTORIUS AG,-,SRT3 GR,-,,574,"$206,431",0.00%
