CASH,,,,
NAME OF INSTITUTION,,CURRENCY,VALUE (AUD),WEIGHTING (%)
RESOLUTE MINING LIMITED,AU000000RSG6        ,638183,252082,0.00%
RESONA HOLDINGS INC,JP3500610005        ,341448,4016076,0.01%
RESORTTRUST INC,JP3974450003        ,4448,143634,0.00%
RESTAURANT BRNDS ICOM NPV,CA76131D1033        ,3709,390238,0.00%
REVOLUTION MEDICINES INC,US76155X1000        ,93692,6618920,0.01%
REVVITY INC,US7140461093        ,7855,1415892,0.00%
REXEL SA,FR0010451203        ,2570,105730,0.00%
RH COM USD0.0001,US74967X1037        ,8328,5294053,0.01%
RHEINMETALL AG,DE0007030009        ,9155,9410635,0.02%
RHI MAGNESITA NV,NL0012650360        ,764,50347,0.00%
RHYTHM PHARMACEUTICALS INC,US76243J1051        ,18459,1668922,0.00%
RICOH CO,JP3973400009        ,6223,115860,0.00%
RIDLEY CORPORATION LIMITED,AU000000RIC6        ,2595543,7007967,0.01%
RIGHTMOVE ORD GBP,GB00BGDT3G23        ,20001,259656,0.00%
RINGCENTRAL INC,US76680R2067        ,4135,233819,0.00%
RINGKJOEBING LANDBOBANK AS,DK0060854669        ,1124,303588,0.00%
RINNAI CORP NPV,JP3977400005        ,51969,1740552,0.00%
RIO TINTO LIMITED,AU000000RIO1        ,4094886,480985353,0.91%
RIO TINTO PLC ORD,GB0007188757        ,13565,1295972,0.00%
RIVIAN AUTOMOTIVE INC,US76954A1034        ,9052,194454,0.00%
ROBINHOOD MARKETS INC,US7707001027        ,6412,385875,0.00%
ROBLOX CORPORATION COM CL A ORD SHS,US7710491033        ,166211,15532505,0.03%
ROCHE HOLDING AG,CH0012032048        ,55061,25072336,0.05%
ROCHE HOLDING AG,CH0012032113        ,385,185842,0.00%
ROCKET PHARMACEUTICALS INC,US77313F1066        ,51907,1053808,0.00%
ROCKWELL AUTOMATION INC,US7739031091        ,87750,40504147,0.08%
ROCKWOOL A/S,DK0010219153        ,106,60805,0.00%
ROKU INC,US77543R1023        ,1509,181149,0.00%
ROLLINS INC,US7757111049        ,18357,1374221,0.00%
ROLLS ROYCE ORD,GB00B63H8491        ,102328,1176925,0.00%
ROPER TECHNOLOGIES INC,US7766961061        ,11506,9660945,0.02%
ROSS STORES INC,US7782961038        ,12743,3113338,0.01%
ROUND ONE CORP NPV,JP3966800009        ,4568,61634,0.00%
ROYAL BANK OF CANADA,CA7800871021        ,292571,56946233,0.11%
ROYAL CARIBBEAN GROUP,LR0008862868        ,8935,3328961,0.01%
ROYAL GOLD INC COM USD0.01,US7802871084        ,1631,347248,0.00%
ROYAL MAIL PLC,GB00BDVZYZ77        ,21553,158602,0.00%
ROYALTY PHARMA PLC,GB00BMVP7Y09        ,4589,189076,0.00%
RPM GLOBAL HOLDINGS LIMITED,AU000000RUL2        ,183742,560414,0.00%
RPM INTERNATIONAL INC,US7496851038        ,1572,312363,0.00%
RTX CORPORATION,US75513E1010        ,327807,61267542,0.12%
RUBRIK INCA,US7811541090        ,1649,174027,0.00%
RUNNER XIAMEN CORP A,CNE1000041F3        ,11823,32781,0.00%
RUSH STREET INTERACTIVE INC,US7820111000        ,23972,531197,0.00%
RWE AG,DE0007037129        ,7607,366792,0.00%
RYDER SYS INC USD,US7835491082        ,1089,275990,0.00%
RYOHIN KEIKAKU CO NPV,JP3976300008        ,6807,251687,0.00%
S AND P GLOBAL INC COM,US78409V1044        ,23869,19199896,0.04%
S HOTELS AND RESORTS PCL,TH9460010019        ,484107,54121,0.00%
SAAB ORD SHS CLASS B,SE0021921269        ,3650,124683,0.00%
SAFRAN SA,FR0000073272        ,35844,12714970,0.02%
SAFRAN SA,US7865841024        ,5415,476655,0.00%
SAGE GROUP,GB00B8C3BL03        ,161806,4166479,0.01%
SAGE GROUP PLC,US78663S2014        ,1673,171956,0.00%
SAINSBURY (J) PLC,GB00B019KW72        ,18957,104915,0.00%
SAIZERIYA CO LTD,JP3310500008        ,716,39394,0.00%
SALESFORCE INC,US79466L3024        ,227837,123027814,0.23%
SALMAR ASA,NO0010310956        ,752,57838,0.00%
SAMPO PLC NPV A,FI4000552500        ,5953,392084,0.00%
SAMSARA INC,US79589L1061        ,582407,41097265,0.08%
SAMSONITE INTL SA USD0.01,LU0633102719        ,2874756,12910781,0.02%
SAMSUNG C AND T CORPORATION,KR7028260008        ,1038,130715,0.00%
SAMSUNG ELECTRONICS CO LTD,KR7005930003        ,541539,31607751,0.06%
SAMSUNG ELECTRONICS PFD,KR7005931001        ,2974,144220,0.00%
SAMSUNG SDS CO LTD,KR7018260000        ,3385,474595,0.00%
SAMSUNG SECURITIES CO LTD,KR7016360000        ,1589,75840,0.00%
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,INE775A01035        ,156681,461462,0.00%
SAMYANG FOODS CO LTD,KR7003230000        ,1734,1455269,0.00%
SAN AI OBBLI CO LTD,JP3323600001        ,1164,22675,0.00%
SANDFIRE RESOURCES LIMITED ORDINARY FULLY PAID,AU000000SFR8        ,1468673,13629288,0.03%
SANDOZ GROUP ORD SHS,CH1243598427        ,30013,1988159,0.00%
SANDS CHINA LIMITED,KYG7800X1079        ,27660,120198,0.00%
SANDSTORM GOLD LTD,CA80013R2063        ,7247,65437,0.00%
SANDVIK AB,SE0000667891        ,12829,371854,0.00%
SANOFI SA,FR0000120578        ,268069,42026720,0.08%
SANRIO CO LTD NPV,JP3343200006        ,4478,254957,0.00%
SANTEN PHARMACEUTICAL CO,JP3336000009        ,17196,286023,0.00%
SANTOS LIMITED,AU000000STO6        ,6640616,44359312,0.08%
SANWA HOLDINGS CORPORATION,JP3344400001        ,5254,237699,0.00%
SANY HEAVY INDUSTRY CO LTD,CNE000001F70        ,2544784,9279701,0.02%
SAP AG,DE0007164600        ,67962,26858471,0.05%
SAPUTO INC,CA8029121057        ,2892,81154,0.00%
SAREPTA THERAPEUTICS INC,US8036071004        ,44762,8790428,0.02%
SARTORIUS AG VORZUG,DE0007165631        ,36847,13261632,0.03%
SARTORIUS STEDIM B EUR0.1666,FR0013154002        ,333,104950,0.00%
SBI HOLDINGS INC NPV,JP3436120004        ,3080,126055,0.00%
SBI LIFE INSURANCE COMPANY LTD,INE123W01016        ,38250,1003297,0.00%
SBI SUMISHIN NET BANK LTD,JP3400650002        ,3032,118082,0.00%
SBM OFFSHORE NV,NL0000360618        ,3107,88119,0.00%
SBS HOLDINGS INC,JP3163500006        ,27096,660785,0.00%
SCHAEFFLER INDIA LTD,INE513A01022        ,14348,921902,0.00%
SCHIBSTED ASA,NO0010736879        ,5625,267326,0.00%
SCHIBSTED ASA SER A,NO0003028904        ,1758,88021,0.00%
SCHINDLER HOLDING-PART CERT,CH0024638196        ,490,218538,0.00%
SCHINDLER-HLDG AG REG,CH0024638212        ,268,118125,0.00%
SCHLUMBERGER LTD,AN8068571086        ,52829,3271381,0.01%
SCHNEIDER ELECTRIC SE,FR0000121972        ,203029,81799197,0.15%
SCHOLAR ROCK HOLDING ORD,US80706P1030        ,108755,7591705,0.01%
SCHOLASTIC CORP,US8070661058        ,999,34403,0.00%
SCHRODERS PLC ORD GB,GB00BP9LHF23        ,9185,60122,0.00%
SCHWAB (CHARLES) CORP,US8085131055        ,228288,27288345,0.05%
SCIENCE APPLICATIONS INTERNATIONAL CORP,US8086251076        ,1195,215305,0.00%
SCIENTIFIC GAMES CORP - A,US80874P1093        ,2241,312587,0.00%
SCOR SE,FR0010411983        ,13537,535211,0.00%
SCOUT24 SE,DE000A12DM80        ,855,121681,0.00%
SCREEN HOLDINGS CONPV,JP3494600004        ,943,91964,0.00%
SEA LTD,US81141R1005        ,150834,25847429,0.05%
SEAGATE TECH HLDGS,IE00BKVD2N49        ,26171,3648262,0.01%
SEB SA,FR0000121709        ,221,32382,0.00%
SECOM CO LTD,JP3421800008        ,5029,277488,0.00%
SECTRA AB NPV,SE0022419784        ,3385,136905,0.00%
SECURE ENERGY SERVICES INC,CA81373C1023        ,5567,101652,0.00%
SECURE TRUST BANK ORD,GB00B6TKHP66        ,7951,58221,0.00%
SECURITAS AB,SE0000163594        ,5604,112149,0.00%
SECURITY NATIONAL FINANCIAL ORD SHS CLASS A,US8147853092        ,6153,119557,0.00%
SEEK LIMITED,AU000000SEK6        ,3085762,69645659,0.13%
SEGA SAMMY HOLDINGS INC,JP3419050004        ,31048,981488,0.00%
SEI INVESTMENTS COMPANY,US7841171033        ,1257,167487,0.00%
SEIBU HOLDINGS INC,JP3417200007        ,5195,171257,0.00%
SEIKAGAKU CORP,JP3414000004        ,28361,234339,0.00%
SEIKO EPSON CORPORATION,JP3414750004        ,3269,96600,0.00%
SEIKOH GIKEN CO LTD,JP3414870000        ,15007,871359,0.00%
SEINO HOLDINGS CO LTD,JP3415400005        ,4329,105590,0.00%
SEKISUI CHEMICAL CO Y50,JP3419400001        ,4338,121026,0.00%
SEKISUI HOUSE,JP3420600003        ,7166,278540,0.00%
SEMITEC CORP,JP3423350002        ,152,3175,0.00%
SERCO GROUP PLC,GB0007973794        ,27252,83404,0.00%
SERVICE CORPORATION INTERNATIONAL,US8175651046        ,21960,2831098,0.01%
SERVICE STREAM LIMITED,AU000000SSM2        ,232706,363021,0.00%
SERVICENOW INC,US81762P1021        ,48990,83881723,0.16%
SEVEN AND I HOLDINGS NPV,JP3422950000        ,171869,4392749,0.01%
SEVEN WEST MEDIA LIMITED,AU000000SWM4        ,119832,17975,0.00%
SG HOLDINGS CO LTD,JP3162770006        ,2892,44755,0.00%
SGH LIMITED ORDINARY FULLY PAID,AU0000364754        ,710471,32759829,0.06%
SGS SA,CH1256740924        ,1824,295475,0.00%
SHAANXI INTERNATIONAL TRUST CO LTD,CNE0000004F3        ,188618,148579,0.00%
SHANDONG XINCHAO ENERGY CORP LTD,CNE000000NJ0        ,6490689,3188377,0.01%
SHANGHAI CHLOR ALKALI CHEMICAL CO LTD,CNE0000004C0        ,333410,326329,0.00%
SHANGHAI ELECTRIC GRP CO LTD,CNE100000437        ,712442,419212,0.00%
SHANGHAI LIGHT INDUS MACHA,CNE000000370        ,134662,1033655,0.00%
SHANGHAI PHARMACEUTICALS HOLDING CO LTD,CNE1000012B3        ,142438,373751,0.00%
SHANGHAI ZIJIANG ENTERPRISE GROUP ORD SHS A,CNE000001055        ,446014,652343,0.00%
SHANTUI CONSTRUCTON MACHINERY ORD SHS A,CNE000000KZ2        ,665447,1428272,0.00%
SHARINGTECHNOLOGY INC,JP3347190005        ,20009,185890,0.00%
SHELL PLC ORD EUR0.07,GB00BP6MXD84        ,243263,12183548,0.02%
SHENGYI ELECTRONICS ORD SHS A,CNE100005428        ,30499,264945,0.00%
SHENZHEN ENVICOOL TECHNOLOGY ORD SHS A,CNE100002CC3        ,7135,63784,0.00%
SHENZHOU INTERNATIONAL  GROUP,KYG8087W1015        ,811247,10457850,0.02%
SHERWIN WILLIAMS COM,US8243481061        ,36559,20071834,0.04%
SHIMADZU CORP,JP3357200009        ,2703,123926,0.00%
SHIMAMURA CO LTD,JP3358200008        ,5195,470530,0.00%
SHIMANO INC,JP3358000002        ,943,207283,0.00%
SHIMIZU CORPORATION,JP3358800005        ,193008,2484367,0.00%
SHIN-ETSU CHEMICAL NPV,JP3371200001        ,102697,5589428,0.01%
SHINHAN FINANCIAL GROUP,KR7055550008        ,964,50373,0.00%
SHINSEGAE CO LTD,KR7004170007        ,179,26094,0.00%
SHINYOUNG SECURITIES CO LTD,KR7001720002        ,6934,578179,0.00%
SHIONOGI & CO LTD,JP3347200002        ,10783,245892,0.00%
SHISEIDO COMPANY LIMITED,JP3351600006        ,6538,187221,0.00%
SHIZUOKA FINANCIAL NPV,JP3351500008        ,37699,497658,0.00%
SHOE CARNIVAL INC COM USD0.01,US8248891090        ,8916,476360,0.00%
SHOFU ORD SHS,JP3363600002        ,7478,169766,0.00%
SHOPIFY INC COM NPV CL A,CA82509L1076        ,260406,44721943,0.08%
SHUFERSAL LTD,IL0007770378        ,5369,90317,0.00%
SICHUAN BAICHA BAIDAO INDUSTRIAL CO LTD,CNE100006G23        ,80339,188757,0.00%
SIEMENS AG NPV EUR,DE0007236101        ,177163,55869841,0.11%
SIEMENS ENERGY AG,DE000ENER6Y0        ,10396,875957,0.00%
SIEMENS HEALTHINEERS AG,DE000SHL1006        ,88012,7536452,0.01%
SIEMENS LTD,INE003A01024        ,6666,821928,0.00%
SIG COMBIBLOC GROUP AG,CH0435377954        ,3485,111057,0.00%
SIGMA PHARMACEUTICALS LIMITED ORDINARY FULLY PAID,AU000000SIG5        ,7572695,19840460,0.04%
SIGNIFY NV EUR0.01,NL0011821392        ,3149,113653,0.00%
SIKA AG,CH0418792922        ,1834,705492,0.00%
SILVERCORP METALS INC,CA82835P1036        ,8110,39346,0.00%
SILVERCREST METALS ORD,CA8283631015        ,14756,217243,0.00%
SIMILARWEB LTD,IL0011751653        ,9839,225184,0.00%
SIMS LIMITED ORDINARY FULLY PAID,AU000000SGM7        ,28182,334797,0.00%
SINCERE NAVIGATION CORPORATION,TW0002605003        ,319737,394581,0.00%
SINCH AB NPV,SE0016101844        ,17040,51636,0.00%
SINGAMAS CONTAINER HKD 0.10,HK0716002271        ,991355,142225,0.00%
SINGAPORE AIRLINES LTD,SG1V61937297        ,16973,129412,0.00%
SINGAPORE EXCHANGE LTD,SG1J26887955        ,9744,146969,0.00%
SINGAPORE TECH ENG SGD,SG1F60858221        ,17790,98152,0.00%
SINOMACH HEAVY EQUIPMENT A,CNE099900373        ,638661,435258,0.00%
SINOPEC ENGINEERING GROUP CO LTD,CNE100001NV2        ,105236,147257,0.00%
SINOPEC OILFIELD SERVICE CORP,CNE1000004D6        ,580059,78394,0.00%
SITC INTERNATIONAL,KYG8187G1055        ,15087,64935,0.00%
SITEMINDER LTD,AU0000183543        ,469704,2837010,0.01%
SK HYNIX INC,KR7000660001        ,234095,44662533,0.08%
SKANDINAVISKA ENSKIL SEK,SE0000148884        ,22625,500871,0.00%
SKANSKA AB,SE0000113250        ,3877,131890,0.00%
SKECHERS USA CL A,US8305661055        ,3284,356671,0.00%
SKELLERUP HOLDINGS LIMITED,NZSKXE0001S8        ,23826,111462,0.00%
SKF AB,SE0000108227        ,3884,117873,0.00%
SKY NETWORK TELEVISION LIMITED,NZSKTE0001S6        ,19379,46121,0.00%
SKY NETWORK TELEVISION LTD,NZSKTE0001S6        ,16473,38756,0.00%
SKYCITY ENTERTAINMENT GROUP LIMITED,NZSKCE0001S2        ,53478,70056,0.00%
SKYWORKS SOLUTIONS INC,US83088M1027        ,21394,3064240,0.01%
SLM CORP,US78442P1066        ,7656,341039,0.00%
SMARTGROUP CORPORATION LTD ORDINARY FULLY PAID,AU000000SIQ4        ,385121,2992390,0.01%
SMC CORP,JP3162600005        ,4920,3143959,0.01%
SMCP SA,FR0013214145        ,9371,57521,0.00%
SMITH & NEPHEW PLC,GB0009223206        ,10520,210970,0.00%
SMITH A.O CORP,US8318652091        ,10016,1103417,0.00%
SMITHS GROUP PLC,GB00B1WY2338        ,3954,137491,0.00%
SMN CORP,JP3435770007        ,14350,57219,0.00%
SMURFIT WESTROCK P COM USD0.001,IE00028FXN24        ,19801,1722511,0.00%
SMURFIT WESTROCK P ORD USD0.001 DI,IE00028FXN24        ,4277,373360,0.00%
SNAP INC,US83304A1060        ,15653,272282,0.00%
SNAP ON INC,US8330341012        ,2908,1594362,0.00%
SNOWFLAKE INC,US8334451098        ,3646,909299,0.00%
SOCIETE GENERALE SA,FR0000130809        ,11733,532977,0.00%
SODEXO,FR0000121220        ,1008,134152,0.00%
SOFINA SA,BE0003717312        ,175,64063,0.00%
SOFTCAT PLC,GB00BYZDVK82        ,4505,138866,0.00%
SOHGO SECURITY SER NPV,JP3431900004        ,7493,83285,0.00%
SOLENO THERAPEUTICS INC,US8342033094        ,65887,4783366,0.01%
SOLVENTUM ORD SHS,US83444M1018        ,10850,1157680,0.00%
SOMPO HOLDINGS INC NPV,JP3165000005        ,14539,615455,0.00%
SONA BLW PRECISION FORGINGS LTD,INE073K01018        ,175293,1966966,0.00%
SONIC HEALTHCARE LTD ORDINARY FULLY PAID,AU000000SHL7        ,1276951,34490455,0.07%
SONOVA HOLDING AG - REG,CH0012549785        ,25409,13417781,0.03%
SONY CORP,JP3435000009        ,2165573,74978345,0.14%
SOOP CO LTD,KR7067160002        ,322,32149,0.00%
SOTERA HEALTH CO,US83601L1026        ,89093,1968484,0.00%
SOUTH32 LIMITED ORDINARY FULLY PAID,AU000000S320        ,43543888,148049218,0.28%
SOUTHWEST AIRLINES CO USD,US8447411088        ,26724,1451119,0.00%
SPAR NORD BANK AS,DK0060036564        ,1816,83886,0.00%
SPAREBK 1 NORD-NOR GRUNNFONDSBEVIS NOK50,NO0006000801        ,7220,126776,0.00%
SPECTRIS PLC,GB0003308607        ,17351,880219,0.00%
SPIRAX SARCO ENG ORD,GB00BWFGQN14        ,839,116281,0.00%
SPIRENT COMMUNICATIONS PLC,GB0004726096        ,23306,83444,0.00%
SPOTIFY TECHNOLOGY COM,LU1778762911        ,2170,1568102,0.00%
SQUARE ENIX HOLDINGS CO LTD,JP3164630000        ,36496,2305516,0.00%
SRG GLOBAL LIMITED ORDINARY FULLY PAID,AU0000032914        ,1421071,1968184,0.00%
SS AND C TECHNOLOGIES HOLDINGS,US78467J1007        ,2640,323152,0.00%
SSR MINING INC CHESS DEPOSITARY INTERESTS DEFERRED SETTLEMENT,AU0000091407        ,19583,213653,0.00%
ST BARBARA LTD,AU000000SBM8        ,124517,28016,0.00%
STANDARD CHARTERED,GB0004082847        ,25282,505577,0.00%
STANDARD CHARTERED PLC (HKD),GB0004082847        ,1056740,20994055,0.04%
STANDARD LIFE ABERDEEN PLC,GB00BF8Q6K64        ,57428,163965,0.00%
STANDARDAERO INC,US85423L1035        ,18449,737789,0.00%
STANLEY AGRICULTURE GROUP ORD SHS A,CNE1000013W7        ,130582,213238,0.00%
STANLEY BLACK & DECKER INC,US8545021011        ,10365,1344169,0.00%
STANLEY ELECTRIC CO,JP3399400005        ,29287,783746,0.00%
STANMORE COAL LTD,AU000000SMR4        ,187258,563648,0.00%
STANTEC INC,CA85472N1096        ,1383,175162,0.00%
STARBUCKS CORP,US8552441094        ,252236,37174431,0.07%
STATE BANK OF INDIA INR1,INE062A01020        ,197122,2956217,0.01%
STATE STREET CORP USD,US8574771031        ,14579,2311105,0.00%
STEADFAST GROUP LIMITED,AU000000SDF8        ,197329,1144506,0.00%
STEEL DYNAMICS INC,US8581191009        ,7869,1449682,0.00%
STEELCASE INC CL-A,US8581552036        ,3768,71926,0.00%
STELLA INTERNATIONAL,KYG846981028        ,11792,40015,0.00%
STELLANTIS N V,NL00150001Q9        ,23642,497818,0.00%
STEP ONE CLOTHING LIMITED ORDINARY FULLY PAID,AU0000181174        ,67094,84538,0.00%
STERIS PLC,IE00BFY8C754        ,11852,3934816,0.01%
STEVEN MADDEN LTD,US5562691080        ,1768,121435,0.00%
STHREE PLC,GB00B0KM9T71        ,6372,38150,0.00%
STIFEL FINANCIAL COM USD0.15,US8606301021        ,2576,441369,0.00%
STILLFRONT GP AB NPV,SE0015346135        ,70067,85572,0.00%
STMICROELECTRONICS EUR1.04,NL0000226223        ,1559,62614,0.00%
STMICROELECTRONICS NV,NL0000226223        ,8223,333852,0.00%
STOLT-NIELSEN LTD,BMG850801025        ,518,21300,0.00%
STORA ENSO OYJ-R SHS,FI0009005961        ,6631,107771,0.00%
STOREBRAND ASA,NO0003053605        ,17955,309461,0.00%
STRAUMANN HLDG,CH1175448666        ,1343,273409,0.00%
STRUCTURE THERAPEUTICS INC,US86366E1064        ,48350,2117809,0.00%
STRYKER CORP,US8636671013        ,28042,16306864,0.03%
SUBARU CORP,JP3814800003        ,9241,267906,0.00%
SUBSEA 7 SA,LU0075646355        ,5314,136094,0.00%
SUMCO CORPORATION,JP3322930003        ,53412,649366,0.00%
SUMEC CORP LTD,CNE000000KL2        ,498341,1025500,0.00%
SUMISHO COMPUTER SYSTEMS CORPORATION,JP3400400002        ,1383,47343,0.00%
SUMITOMO BAKELITE CO LTD,JP3409400003        ,1911,76069,0.00%
SUMITOMO CORP JPY,JP3404600003        ,13138,462859,0.00%
SUMITOMO ELECTRIC,JP3407400005        ,8612,252557,0.00%
SUMITOMO FORESTRY CO LTD,JP3409800004        ,36869,2005888,0.00%
SUMITOMO HEAVY INDUSTRIES LTD,JP3405400007        ,2776,92590,0.00%
SUMITOMO METAL MINING CO LTD,JP3402600005        ,25418,943778,0.00%
SUMITOMO MITSUI FINANCIAL GROUP,JP3890350006        ,1224003,47347172,0.09%
SUMITOMO MITSUI TRUST GROUP IN,JP3892100003        ,9260,351361,0.00%
SUMITOMO RUBBER INDUSTRIES,JP3404200002        ,21167,387958,0.00%
SUN LIFE FINANCIAL INC,CA8667961053        ,6978,668822,0.00%
SUN PHARMACEUTICALS INDUSTRIES LIMITED,INE044A01036        ,118915,4231743,0.01%
SUNCOR ENERGY INC,CA8672241079        ,18096,1042764,0.00%
SUNCORP GROUP LTD,AU000000SUN6        ,6853739,130289569,0.25%
SUNDARAM FINANCE LTD,INE660A01013        ,16331,1276634,0.00%
SUNTORY BEVERAGE AND FOOD LTD,JP3336560002        ,1572,80965,0.00%
SUPER MICRO COMPUTER INC,US86800U3023        ,63752,3138430,0.01%
SUPER RETAIL GROUP LIMITED,AU000000SUL0        ,110009,1669941,0.00%
SUPERNUS PHARMACEUTICALS INC,US8684591089        ,96557,5639199,0.01%
SUPPLY NETWORK ORD SHS,AU000000SNL5        ,2476,81710,0.00%
SUSS MICROTEC SE,DE000A1K0235        ,460,37456,0.00%
SUZUKEN CO LTD,JP3398000004        ,1523,74121,0.00%
SUZUKI MOTOR CORP,JP3397200001        ,226229,4161633,0.01%
SUZUKI ORD SHS,JP3397210000        ,10308,192053,0.00%
SVENSKA CELLULOSA AB - B SHARES,SE0000112724        ,7297,149800,0.00%
SVENSKA HANDELSBKN SER A NPV,SE0007100599        ,20784,346955,0.00%
SWATCH GROUP,CH0012255151        ,16836,4950972,0.01%
SWATCH GROUP AG,US8701231065        ,10536,154166,0.00%
SWCC CORPORATION,JP3368400002        ,687,53630,0.00%
SWEDBANK AB,SE0000242455        ,12101,386155,0.00%
SWEDISH ORPHAN BIOVITRUM PUBL AB,SE0000872095        ,229265,10636930,0.02%
SWIRE PACIFIC,HK0019000162        ,4715,69062,0.00%
SWISS LIFE HOLDING AG,CH0014852781        ,346,431090,0.00%
SWISS RE AG,CH0126881561        ,3629,848576,0.00%
SWISSQUOTE GROUP HOLDING SA,CH0010675863        ,525,325320,0.00%
SYDBANK A S,DK0010311471        ,1376,117291,0.00%
SYENSQO SA NPV,BE0974464977        ,844,99630,0.00%
SYMRISE AG,DE000SYM9999        ,1597,274231,0.00%
SYNCHRONY FINANCIAL,US87165B1035        ,19648,2062696,0.00%
SYNOPSYS INC,US8716071076        ,47477,37217760,0.07%
SYRAH RESOURCES LIMITED ORDINARY FULLY PAID,AU000000SYR9        ,65969,13524,0.00%
SYSCO CORPORATION COM,US8718291078        ,20371,2515620,0.00%
SYSMEX CORP,JP3351100007        ,6035,180882,0.00%
T ROWE PRICE GROUP,US74144T1088        ,10557,1928273,0.00%
T&D HOLDINGS INC NPV,JP3539220008        ,5909,176445,0.00%
TABCORP HOLDINGS LTD,AU000000TAH8        ,48894198,27625222,0.05%
TAIHEIYO CEMENT CORPORATION,JP3449020001        ,21346,786870,0.00%
TAIKISHA LTD,JP3441200007        ,4060,208629,0.00%
TAISEI CORP,JP3443600006        ,1886,128672,0.00%
TAIWAN SEMICON MANUFACTURING CO LTD,TW0002330008        ,3675311,194642692,0.37%
TAIWAN SEMICONDUCTOR MANUFACTURING USD,US8740391003        ,152274,48570730,0.09%
TAKE TWO INTERACTIVE SOFTWARE INC,US8740541094        ,7532,2239452,0.00%
TAKEDA PHARMACEUTICAL CO LTD,JP3463000004        ,158260,6800064,0.01%
TALANX AG,DE000TLX1005        ,736,101052,0.00%
TAMARACK VALLEY ENERGY LTD,CA87505Y4094        ,124537,669916,0.00%
TAMRON CO LTD NPV,JP3471800007        ,2030,93779,0.00%
TANDEM DIABETES CARE,US8753722037        ,61306,3566572,0.01%
TANSEISHA CO LTD,JP3472200009        ,9752,99818,0.00%
TAOKA CHEMICAL CO LTD,JP3452400009        ,3739,40117,0.00%
TAPESTRY INC COM USD0.01,US8760301072        ,11952,1261139,0.00%
TARGET CORPORATION,US87612E1064        ,16839,3676525,0.01%
TATA CONSULTANCY SERVICES,INE467B01029        ,87655,6771243,0.01%
TATA MOTORS LTD,INE155A01022        ,60712,847724,0.00%
TAYLOR MORRISON HOME CORP,US87724P1066        ,29309,2897548,0.01%
TAYLOR WIMPEY PLC GBP,GB0008782301        ,40331,99609,0.00%
TBC BANK GROUP PLC,GB00BYT18307        ,3858,243485,0.00%
TBS HOLDINGS INC,JP3588600001        ,34662,1443059,0.00%
TDK CORPORATION,JP3538800008        ,203931,4343493,0.01%
TE CONNECTIVITY COM USD0.01,IE000IVNQZ81        ,33886,7824766,0.01%
TEAMVIEWER AG,DE000A2YN900        ,3712,59251,0.00%
TECH MAHINDRA,INE669C01036        ,36188,1164810,0.00%
TECHNIP ENERGIES EUR0.01,NL0014559478        ,1522,65417,0.00%
TECHNOLOGY ONE LIMITED,AU000000TNE8        ,50357,1576688,0.00%
TECHTRONIC INDUSTRIES CO,HK0669013440        ,1263367,26924717,0.05%
TECK RESOURCES LTD-CLS B,CA8787422044        ,5469,357950,0.00%
TELEDYNE TECHNOLOGIES INC,US8793601050        ,2405,1802914,0.00%
