Name/Kind of Investment Item,Stock ID,ISIN,ticker,exchCode,micCode,name,marketSector,compositeFIGI,HomeCountry,mapped_country,mapped_priority,Primary,PrimaryListingCountry,PrimaryTicker
ZHEJIANG DINGLI MACHINERY CO LTD,CNE1000023M7,CNE1000023M7,603338,CG,,ZHEJIANG DINGLI MACHINERY -A,Equity,BBG001S0R8V5,CN,CN,1.0,True,CN,603338
ZHEJIANG HAILIANG CO A,CNE1000008X5,CNE1000008X5,002203,CS,,ZHEJIANG HAILIANG CO -A,Equity,BBG000BNZ2P6,CN,CN,1.0,True,CN,002203
ZHEJIANG SHAOXING RUIFENG RURAL COMMERCIAL BANK CO LTD,CNE1000050Z2,CNE1000050Z2,601528,CG,,ZHEJIANG SHAOXING RUIFENG -A,Equity,BBG006N4YVS6,CN,CN,1.0,True,CN,601528
ZHONGHONG PULIN MEDICAL PRODUCTS CO LTD,CNE100004KR0,CNE100004KR0,300981,CS,,ZHONGHONG PULIN MEDICAL PR-A,Equity,BBG00CF69MB3,CN,CN,1.0,True,CN,300981
ZIFF DAVIS INC,US48123V1026,US48123V1026,ZD,UA,,ZIFF DAVIS INC,Equity,BBG000F3CWW7,US,US,1.0,True,US,ZD
ZIJIN MINING GROUP CO LTD,CNE100000502,CNE100000502,FJZ,GF,,ZIJIN MINING GROUP CO LTD-H,Equity,BBG000GLZSW0,CN,DE,1.0,True,DE,FJZ
ZIJIN MINING GROUP ORDINARY SHARES,CNE100000B24,CNE100000B24,601899,CG,,ZIJIN MINING GROUP CO LTD-A,Equity,BBG000FGQ4R1,CN,CN,1.0,True,CN,601899
ZIM INTEGRATED SHIPPING LTD,IL0065100930,IL0065100930,ZIM,UA,,ZIM INTEGRATED SHIPPING SERV,Equity,BBG00YQ7XR05,IL,US,1.0,True,US,ZIM
ZIMMER BIOMET HOLDINGS INC,US98956P1021,US98956P1021,ZBH,UA,,ZIMMER BIOMET HOLDINGS INC,Equity,BBG000BKPL53,US,US,1.0,True,US,ZBH
ZIONS BANCORPORATION,US9897011071,US9897011071,ZION,UA,,ZIONS BANCORP NA,Equity,BBG000BX9WL1,US,US,1.0,True,US,ZION
ZIP CO LIMITED ORDINARY FULLY PAID,AU0000218307,AU0000218307,ZIP,AT,,ZIP CO LTD,Equity,BBG000PX4996,AU,AU,1.0,True,AU,ZIP
ZOETIS INC,US98978V1035,US98978V1035,ZTS,UA,,ZOETIS INC,Equity,BBG0039320N9,US,US,1.0,True,US,ZTS
ZOMATO LTD,INE758T01015,INE758T01015,ETERNAL,IB,,ETERNAL LTD,Equity,BBG003DKJ5C9,IN,IN,1.0,True,IN,ETERNAL
ZOOM VIDEO COMMUNICATIONS INC,US98980L1017,US98980L1017,ZM,UA,,ZOOM COMMUNICATIONS INC,Equity,BBG0042V6JM8,US,US,1.0,True,US,ZM
ZOZO INC,JP3399310006,JP3399310006,3092,JT,,ZOZO INC,Equity,BBG000TW0F94,JP,JP,1.0,True,JP,3092
ZSCALER INC,US98980G1022,US98980G1022,ZS,UA,,ZSCALER INC,Equity,BBG003338H34,US,US,1.0,True,US,ZS
ZURICH FINANCIAL SERVICES,CH0011075394,CH0011075394,ZURN,BW,,ZURICH INSURANCE GROUP AG,Equity,BBG000DM6PM0,CH,CH,1.0,True,CH,ZURN
ABACUS GROUP FULLY PAID ORDINARY/UNITS STAPLED SECURITIES,AU0000291882,AU0000291882,ABG,AT,,ABACUS GROUP,Equity,BBG000BSY5T5,AU,AU,1.0,True,AU,ABG
ABACUS STORAGE KING STAPLED UNT D,AU0000286213,AU0000286213,ASK,AT,,ABACUS STORAGE KING,Equity,BBG01H0HQQ52,AU,AU,1.0,True,AU,ASK
ABRDN EUROPEAN LOGISTICS INCOME PLC,GB00BD9PXH49,GB00BD9PXH49,ASLI,LN,,ABRDN EUROPEAN LOGISTICS INC,Equity,BBG00JB4CJL9,GB,GB,1.0,True,GB,ASLI
ACADIA REALTY TRUST,US0042391096,US0042391096,AKR,UA,,ACADIA REALTY TRUST,Equity,BBG000BJGD54,US,US,1.0,True,US,AKR
ACTIVIA PROPERTIES INC,JP3047490002,JP3047490002,3279,JT,,ACTIVIA PROPERTIES INC,Equity,BBG002Z554R2,JP,JP,1.0,True,JP,3279
ADVANCE RESIDENCE INVESTMENT CORPORATION,JP3047160001,JP3047160001,3269,JT,,ADVANCE RESIDENCE INVESTMENT,Equity,BBG000Q92VF4,JP,JP,1.0,True,JP,3269
AEDIFICA SA,BE0003851681,BE0003851681,AED,BB,,AEDIFICA,Equity,BBG000M799X4,BE,BE,1.0,True,BE,AED
AEON REIT INVESTMENT CORP,JP3047650001,JP3047650001,3292,JT,,AEON REIT INVESTMENT CORP,Equity,BBG005F3F605,JP,JP,1.0,True,JP,3292
AEW UK REIT PLC,GB00BWD24154,GB00BWD24154,AEWU,LN,,AEW UK REIT PLC,Equity,BBG008LNHP31,GB,GB,1.0,True,GB,AEWU
AGREE REALTY CORP,US0084921008,US0084921008,ADC,UA,,AGREE REALTY CORP,Equity,BBG000BC9DK0,US,US,1.0,True,US,ADC
AIMS APAC REIT MANAGEMENT LTD,SG2D63974620,SG2D63974620,AAREIT,SP,,AIMS APAC REIT,Equity,BBG000Q4F0P8,SG,SG,1.0,True,SG,AAREIT
ALEXANDER AND BALDWI,US0144911049,US0144911049,ALEX,UA,,ALEXANDER & BALDWIN INC,Equity,BBG00HS2GVL8,US,US,1.0,True,US,ALEX
ALEXANDRIA REAL ESTATE EQUITIES,US0152711091,US0152711091,ARE,UA,,ALEXANDRIA REAL ESTATE EQUIT,Equity,BBG000BC33T9,US,US,1.0,True,US,ARE
ALLIED PROPERTIES REAL ESTATE INVESTMENT TRUST,CA0194561027,CA0194561027,AP-U,CT,,ALLIED PROPERTIES REAL ESTAT,Equity,BBG000C665J4,CA,CA,1.0,True,CA,AP-U
ALLREAL HOLDING AG-REG,CH0008837566,CH0008837566,ALLN,SE,,ALLREAL HOLDING AG-REG,Equity,BBG000CDYGR5,CH,CH,1.0,True,CH,ALLN
AMERICAN ASSETS TRUST,US0240131047,US0240131047,AAT,UA,,AMERICAN ASSETS TRUST INC,Equity,BBG00161BCR0,US,US,1.0,True,US,AAT
AMERICAN HEALTHCARE REIT ORD SHS,US3981823038,US3981823038,AHR,UA,,AMERICAN HEALTHCARE REIT INC,Equity,BBG01L820CZ4,US,US,1.0,True,US,AHR
AMERICAN HOMES 4 RENT,US02665T3068,US02665T3068,AMH,UA,,AMERICAN HOMES 4 RENT- A,Equity,BBG003NXJNH6,US,US,1.0,True,US,AMH
AMERICAN TOWER REIT INC,US03027X1000,US03027X1000,AMT,UA,,AMERICAN TOWER CORP,Equity,BBG000B9XYV2,US,US,1.0,True,US,AMT
AMERICOLD REALTY TRUST INC,US03064D1081,US03064D1081,COLD,UA,,AMERICOLD REALTY TRUST INC,Equity,BBG000QF05R6,US,US,1.0,True,US,COLD
AMOT INVESTMENTS LTD,IL0010972789,IL0010972789,AMOT,IT,,AMOT INVESTMENTS LTD,Equity,BBG000PRST71,IL,IL,1.0,True,IL,AMOT
ANNALY CAPITAL MANAGEMENT INC,US0357108390,US0357108390,NLY,UA,,ANNALY CAPITAL MANAGEMENT IN,Equity,BBG000BJFJ98,US,US,1.0,True,US,NLY
APARTMENT INV&MGMT COM,US03748R7474,US03748R7474,AIV,UA,,APARTMENT INVT & MGMT CO -A,Equity,BBG000DD3510,US,US,1.0,True,US,AIV
APPLE HOSPITALITY REIT INC,US03784Y2000,US03784Y2000,APLE,UA,,APPLE HOSPITALITY REIT INC,Equity,BBG006473QX9,US,US,1.0,True,US,APLE
ARENA REIT ORDINARY UNITS FULLY PAID,AU000000ARF6,AU000000ARF6,ARF,AT,,ARENA REIT,Equity,BBG004K7CX70,AU,AU,1.0,True,AU,ARF
ARGAN SA,FR0010481960,FR0010481960,ARG,FP,,ARGAN,Equity,BBG000PPN9D7,FR,FR,1.0,True,FR,ARG
ARGOSY PROPERTY LIMITED,NZARGE0010S7,NZARGE0010S7,ARG,NZ,,ARGOSY PROPERTY LTD,Equity,BBG000BG9VN8,NZ,NZ,1.0,True,NZ,ARG
ARMADA HOFFLER PROPERTIES INC,US04208T1088,US04208T1088,AHH,UA,,ARMADA HOFFLER PROPERTIES IN,Equity,BBG004CYX1M0,US,US,1.0,True,US,AHH
AROUNDTOWN SA,LU1673108939,LU1673108939,ARTW,BW,,AROUNDTOWN SA,Equity,BBG00KFMWC62,LU,CH,1.0,True,CH,ARTW
ASCENCIO SCA,BE0003856730,BE0003856730,ASCE,BB,,ASCENCIO,Equity,BBG000QRRDJ3,BE,BE,1.0,True,BE,ASCE
ASCENDAS REAL ESTATE INVESTMENT TRUST,SG1M77906915,SG1M77906915,CLAR,SP,,CAPITALAND ASCENDAS REIT,Equity,BBG000PFLVY9,SG,SG,1.0,True,SG,CLAR
ASSURA PROPERTIES PLC,GB00BVGBWW93,GB00BVGBWW93,AGR,LN,,ASSURA PLC,Equity,BBG000CPPKH0,GB,GB,1.0,True,GB,AGR
ATRIUM LJUNGBERG AB,SE0000191827,SE0000191827,,,,,,,SE,,,True,SE,
AVALONBAY COMMUNITIES INC,US0534841012,US0534841012,AVB,UA,,AVALONBAY COMMUNITIES INC,Equity,BBG000BLPBL5,US,US,1.0,True,US,AVB
AZRIELI GROUP,IL0011194789,IL0011194789,AZRG,IT,,AZRIELI GROUP LTD,Equity,BBG000G9PK91,IL,IL,1.0,True,IL,AZRG
BARWA REAL ESTATE CO QSC,QA000A0KD6J5,QA000A0KD6J5,BRES,QD,,BARWA REAL ESTATE CO,Equity,BBG000KVFJ73,QA,QA,1.0,True,QA,BRES
BIG YELLOW GROUP PLC,GB0002869419,GB0002869419,BYG,LN,,BIG YELLOW GROUP PLC,Equity,BBG000BJYHV6,GB,GB,1.0,True,GB,BYG
BOARDWALK REAL ESTATE INVESTMENT TRUST,CA0966311064,CA0966311064,BEI-U,CT,,BOARDWALK REAL ESTATE INVEST,Equity,BBG000BBHGQ0,CA,CA,1.0,True,CA,BEI-U
BRANDYWINE REALTY TRUST,US1053682035,US1053682035,BDN,UA,,BRANDYWINE REALTY TRUST,Equity,BBG000CL6RJ3,US,US,1.0,True,US,BDN
BRIGADE ENTERPRISES LTD,INE791I01019,INE791I01019,BRGD,IB,,BRIGADE ENTERPRISES LTD,Equity,BBG000LLH4X6,IN,IN,1.0,True,IN,BRGD
